,Audio Features Obj,Spotify_ID,id,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
30,"{'danceability': 0.732, 'energy': 0.396, 'key': 4, 'loudness': -9.348, 'mode': 0, 'speechiness': 0.0286, 'acousticness': 0.0841, 'instrumentalness': 3.58e-05, 'liveness': 0.105, 'valence': 0.548, 'tempo': 90.024, 'type': 'audio_features', 'id': '6i0V12jOa3mr6uu4WYhUBr', 'uri': 'spotify:track:6i0V12jOa3mr6uu4WYhUBr', 'track_href': 'https://api.spotify.com/v1/tracks/6i0V12jOa3mr6uu4WYhUBr', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6i0V12jOa3mr6uu4WYhUBr', 'duration_ms': 195920, 'time_signature': 4}",6i0V12jOa3mr6uu4WYhUBr,6i0V12jOa3mr6uu4WYhUBr,spotify:track:6i0V12jOa3mr6uu4WYhUBr,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920,4
31,"{'danceability': 0.843, 'energy': 0.359, 'key': 0, 'loudness': -7.417, 'mode': 1, 'speechiness': 0.461, 'acousticness': 0.069, 'instrumentalness': 0, 'liveness': 0.12, 'valence': 0.156, 'tempo': 81.987, 'type': 'audio_features', 'id': '2ANLarE8yHVsLWW21nj79M', 'uri': 'spotify:track:2ANLarE8yHVsLWW21nj79M', 'track_href': 'https://api.spotify.com/v1/tracks/2ANLarE8yHVsLWW21nj79M', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2ANLarE8yHVsLWW21nj79M', 'duration_ms': 163944, 'time_signature': 4}",2ANLarE8yHVsLWW21nj79M,2ANLarE8yHVsLWW21nj79M,spotify:track:2ANLarE8yHVsLWW21nj79M,0.843,0.359,0,-7.417,1,0.461,0.069,0.0,0.12,0.156,81.987,163944,4
32,"{'danceability': 0.636, 'energy': 0.727, 'key': 9, 'loudness': -5.852, 'mode': 1, 'speechiness': 0.106, 'acousticness': 0.0161, 'instrumentalness': 1.12e-06, 'liveness': 0.151, 'valence': 0.358, 'tempo': 107.988, 'type': 'audio_features', 'id': '7yHEDfrJNd0zWOfXwydNH0', 'uri': 'spotify:track:7yHEDfrJNd0zWOfXwydNH0', 'track_href': 'https://api.spotify.com/v1/tracks/7yHEDfrJNd0zWOfXwydNH0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7yHEDfrJNd0zWOfXwydNH0', 'duration_ms': 244453, 'time_signature': 4}",7yHEDfrJNd0zWOfXwydNH0,7yHEDfrJNd0zWOfXwydNH0,spotify:track:7yHEDfrJNd0zWOfXwydNH0,0.636,0.727,9,-5.852,1,0.106,0.0161,1.12e-06,0.151,0.358,107.988,244453,4
33,"{'danceability': 0.804, 'energy': 0.648, 'key': 7, 'loudness': -7.805, 'mode': 1, 'speechiness': 0.117, 'acousticness': 0.0573, 'instrumentalness': 3.49e-05, 'liveness': 0.102, 'valence': 0.392, 'tempo': 117.983, 'type': 'audio_features', 'id': '11KJSRSgaDxqydKYiD2Jew', 'uri': 'spotify:track:11KJSRSgaDxqydKYiD2Jew', 'track_href': 'https://api.spotify.com/v1/tracks/11KJSRSgaDxqydKYiD2Jew', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/11KJSRSgaDxqydKYiD2Jew', 'duration_ms': 263373, 'time_signature': 4}",11KJSRSgaDxqydKYiD2Jew,11KJSRSgaDxqydKYiD2Jew,spotify:track:11KJSRSgaDxqydKYiD2Jew,0.804,0.648,7,-7.805,1,0.117,0.0573,3.49e-05,0.102,0.392,117.983,263373,4
34,"{'danceability': 0.607, 'energy': 0.476, 'key': 10, 'loudness': -11.076, 'mode': 0, 'speechiness': 0.249, 'acousticness': 0.0773, 'instrumentalness': 0, 'liveness': 0.113, 'valence': 0.347, 'tempo': 122.976, 'type': 'audio_features', 'id': '6F609ICg9Spjrw1epsAnpa', 'uri': 'spotify:track:6F609ICg9Spjrw1epsAnpa', 'track_href': 'https://api.spotify.com/v1/tracks/6F609ICg9Spjrw1epsAnpa', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6F609ICg9Spjrw1epsAnpa', 'duration_ms': 245227, 'time_signature': 5}",6F609ICg9Spjrw1epsAnpa,6F609ICg9Spjrw1epsAnpa,spotify:track:6F609ICg9Spjrw1epsAnpa,0.607,0.476,10,-11.076,0,0.249,0.0773,0.0,0.113,0.347,122.976,245227,5
35,"{'danceability': 0.63, 'energy': 0.928, 'key': 9, 'loudness': -2.787, 'mode': 0, 'speechiness': 0.0331, 'acousticness': 0.199, 'instrumentalness': 0.124, 'liveness': 0.148, 'valence': 0.465, 'tempo': 123.963, 'type': 'audio_features', 'id': '0azC730Exh71aQlOt9Zj3y', 'uri': 'spotify:track:0azC730Exh71aQlOt9Zj3y', 'track_href': 'https://api.spotify.com/v1/tracks/0azC730Exh71aQlOt9Zj3y', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0azC730Exh71aQlOt9Zj3y', 'duration_ms': 222160, 'time_signature': 4}",0azC730Exh71aQlOt9Zj3y,0azC730Exh71aQlOt9Zj3y,spotify:track:0azC730Exh71aQlOt9Zj3y,0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,123.963,222160,4
36,"{'danceability': 0.358, 'energy': 0.557, 'key': 10, 'loudness': -7.398, 'mode': 1, 'speechiness': 0.059, 'acousticness': 0.695, 'instrumentalness': 0, 'liveness': 0.0902, 'valence': 0.494, 'tempo': 85.043, 'type': 'audio_features', 'id': '5uCax9HTNlzGybIStD3vDh', 'uri': 'spotify:track:5uCax9HTNlzGybIStD3vDh', 'track_href': 'https://api.spotify.com/v1/tracks/5uCax9HTNlzGybIStD3vDh', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh', 'duration_ms': 211467, 'time_signature': 4}",5uCax9HTNlzGybIStD3vDh,5uCax9HTNlzGybIStD3vDh,spotify:track:5uCax9HTNlzGybIStD3vDh,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,211467,4
37,"{'danceability': 0.662, 'energy': 0.586, 'key': 0, 'loudness': -8.821, 'mode': 1, 'speechiness': 0.0307, 'acousticness': 0.097, 'instrumentalness': 0.00272, 'liveness': 0.115, 'valence': 0.296, 'tempo': 90.0, 'type': 'audio_features', 'id': '2rizacJSyD9S1IQUxUxnsK', 'uri': 'spotify:track:2rizacJSyD9S1IQUxUxnsK', 'track_href': 'https://api.spotify.com/v1/tracks/2rizacJSyD9S1IQUxUxnsK', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2rizacJSyD9S1IQUxUxnsK', 'duration_ms': 194080, 'time_signature': 4}",2rizacJSyD9S1IQUxUxnsK,2rizacJSyD9S1IQUxUxnsK,spotify:track:2rizacJSyD9S1IQUxUxnsK,0.662,0.586,0,-8.821,1,0.0307,0.097,0.00272,0.115,0.296,90.0,194080,4
38,"{'danceability': 0.711, 'energy': 0.739, 'key': 7, 'loudness': -3.804, 'mode': 0, 'speechiness': 0.129, 'acousticness': 0.114, 'instrumentalness': 0, 'liveness': 0.226, 'valence': 0.43, 'tempo': 136.919, 'type': 'audio_features', 'id': '20dP2DaMHIAmwWAbp7peSr', 'uri': 'spotify:track:20dP2DaMHIAmwWAbp7peSr', 'track_href': 'https://api.spotify.com/v1/tracks/20dP2DaMHIAmwWAbp7peSr', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/20dP2DaMHIAmwWAbp7peSr', 'duration_ms': 252256, 'time_signature': 4}",20dP2DaMHIAmwWAbp7peSr,20dP2DaMHIAmwWAbp7peSr,spotify:track:20dP2DaMHIAmwWAbp7peSr,0.711,0.739,7,-3.804,0,0.129,0.114,0.0,0.226,0.43,136.919,252256,4
39,"{'danceability': 0.746, 'energy': 0.653, 'key': 7, 'loudness': -6.745, 'mode': 1, 'speechiness': 0.289, 'acousticness': 0.378, 'instrumentalness': 0, 'liveness': 0.229, 'valence': 0.672, 'tempo': 75.016, 'type': 'audio_features', 'id': '2EEeOnHehOozLq4aS0n6SL', 'uri': 'spotify:track:2EEeOnHehOozLq4aS0n6SL', 'track_href': 'https://api.spotify.com/v1/tracks/2EEeOnHehOozLq4aS0n6SL', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2EEeOnHehOozLq4aS0n6SL', 'duration_ms': 253107, 'time_signature': 4}",2EEeOnHehOozLq4aS0n6SL,2EEeOnHehOozLq4aS0n6SL,spotify:track:2EEeOnHehOozLq4aS0n6SL,0.746,0.653,7,-6.745,1,0.289,0.378,0.0,0.229,0.672,75.016,253107,4
40,"{'danceability': 0.628, 'energy': 0.698, 'key': 6, 'loudness': -5.608, 'mode': 0, 'speechiness': 0.105, 'acousticness': 0.0472, 'instrumentalness': 0.00143, 'liveness': 0.0907, 'valence': 0.732, 'tempo': 89.976, 'type': 'audio_features', 'id': '27SdWb2rFzO6GWiYDBTD9j', 'uri': 'spotify:track:27SdWb2rFzO6GWiYDBTD9j', 'track_href': 'https://api.spotify.com/v1/tracks/27SdWb2rFzO6GWiYDBTD9j', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/27SdWb2rFzO6GWiYDBTD9j', 'duration_ms': 211667, 'time_signature': 4}",27SdWb2rFzO6GWiYDBTD9j,27SdWb2rFzO6GWiYDBTD9j,spotify:track:27SdWb2rFzO6GWiYDBTD9j,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667,4
41,"{'danceability': 0.671, 'energy': 0.314, 'key': 5, 'loudness': -8.091, 'mode': 0, 'speechiness': 0.244, 'acousticness': 0.11, 'instrumentalness': 0, 'liveness': 0.0825, 'valence': 0.296, 'tempo': 110.898, 'type': 'audio_features', 'id': '1Tt4sE4pXi57mTD1GCzsqm', 'uri': 'spotify:track:1Tt4sE4pXi57mTD1GCzsqm', 'track_href': 'https://api.spotify.com/v1/tracks/1Tt4sE4pXi57mTD1GCzsqm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1Tt4sE4pXi57mTD1GCzsqm', 'duration_ms': 191600, 'time_signature': 4}",1Tt4sE4pXi57mTD1GCzsqm,1Tt4sE4pXi57mTD1GCzsqm,spotify:track:1Tt4sE4pXi57mTD1GCzsqm,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,191600,4
42,"{'danceability': 0.608, 'energy': 0.798, 'key': 6, 'loudness': -5.092, 'mode': 0, 'speechiness': 0.0432, 'acousticness': 0.0736, 'instrumentalness': 0, 'liveness': 0.156, 'valence': 0.501, 'tempo': 92.943, 'type': 'audio_features', 'id': '6DNtNfH8hXkqOX1sjqmI7p', 'uri': 'spotify:track:6DNtNfH8hXkqOX1sjqmI7p', 'track_href': 'https://api.spotify.com/v1/tracks/6DNtNfH8hXkqOX1sjqmI7p', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6DNtNfH8hXkqOX1sjqmI7p', 'duration_ms': 185352, 'time_signature': 4}",6DNtNfH8hXkqOX1sjqmI7p,6DNtNfH8hXkqOX1sjqmI7p,spotify:track:6DNtNfH8hXkqOX1sjqmI7p,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,92.943,185352,4
43,"{'danceability': 0.576, 'energy': 0.766, 'key': 10, 'loudness': -4.943, 'mode': 0, 'speechiness': 0.449, 'acousticness': 0.028, 'instrumentalness': 1.68e-06, 'liveness': 0.366, 'valence': 0.236, 'tempo': 144.833, 'type': 'audio_features', 'id': '5OOkp4U9P9oL23maHFHL1h', 'uri': 'spotify:track:5OOkp4U9P9oL23maHFHL1h', 'track_href': 'https://api.spotify.com/v1/tracks/5OOkp4U9P9oL23maHFHL1h', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5OOkp4U9P9oL23maHFHL1h', 'duration_ms': 246761, 'time_signature': 4}",5OOkp4U9P9oL23maHFHL1h,5OOkp4U9P9oL23maHFHL1h,spotify:track:5OOkp4U9P9oL23maHFHL1h,0.576,0.766,10,-4.943,0,0.449,0.028,1.68e-06,0.366,0.236,144.833,246761,4
44,"{'danceability': 0.573, 'energy': 0.739, 'key': 0, 'loudness': -5.74, 'mode': 1, 'speechiness': 0.129, 'acousticness': 0.0285, 'instrumentalness': 0, 'liveness': 0.111, 'valence': 0.451, 'tempo': 97.085, 'type': 'audio_features', 'id': '0prNGof3XqfTvNDxHonvdK', 'uri': 'spotify:track:0prNGof3XqfTvNDxHonvdK', 'track_href': 'https://api.spotify.com/v1/tracks/0prNGof3XqfTvNDxHonvdK', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0prNGof3XqfTvNDxHonvdK', 'duration_ms': 230227, 'time_signature': 4}",0prNGof3XqfTvNDxHonvdK,0prNGof3XqfTvNDxHonvdK,spotify:track:0prNGof3XqfTvNDxHonvdK,0.573,0.739,0,-5.74,1,0.129,0.0285,0.0,0.111,0.451,97.085,230227,4
45,"{'danceability': 0.469, 'energy': 0.68, 'key': 11, 'loudness': -4.921, 'mode': 0, 'speechiness': 0.117, 'acousticness': 0.137, 'instrumentalness': 0, 'liveness': 0.11, 'valence': 0.374, 'tempo': 147.734, 'type': 'audio_features', 'id': '4TZy1wLyHec06pwgFYDh1a', 'uri': 'spotify:track:4TZy1wLyHec06pwgFYDh1a', 'track_href': 'https://api.spotify.com/v1/tracks/4TZy1wLyHec06pwgFYDh1a', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4TZy1wLyHec06pwgFYDh1a', 'duration_ms': 208733, 'time_signature': 4}",4TZy1wLyHec06pwgFYDh1a,4TZy1wLyHec06pwgFYDh1a,spotify:track:4TZy1wLyHec06pwgFYDh1a,0.469,0.68,11,-4.921,0,0.117,0.137,0.0,0.11,0.374,147.734,208733,4
46,"{'danceability': 0.898, 'energy': 0.283, 'key': 6, 'loudness': -12.335, 'mode': 0, 'speechiness': 0.356, 'acousticness': 0.319, 'instrumentalness': 0.000383, 'liveness': 0.11, 'valence': 0.469, 'tempo': 138.97, 'type': 'audio_features', 'id': '0utlOiJy2weVl9WTkcEWHy', 'uri': 'spotify:track:0utlOiJy2weVl9WTkcEWHy', 'track_href': 'https://api.spotify.com/v1/tracks/0utlOiJy2weVl9WTkcEWHy', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0utlOiJy2weVl9WTkcEWHy', 'duration_ms': 216520, 'time_signature': 4}",0utlOiJy2weVl9WTkcEWHy,0utlOiJy2weVl9WTkcEWHy,spotify:track:0utlOiJy2weVl9WTkcEWHy,0.898,0.283,6,-12.335,0,0.356,0.319,0.000383,0.11,0.469,138.97,216520,4
47,"{'danceability': 0.725, 'energy': 0.534, 'key': 11, 'loudness': -6.238, 'mode': 1, 'speechiness': 0.0946, 'acousticness': 0.0752, 'instrumentalness': 0, 'liveness': 0.0919, 'valence': 0.558, 'tempo': 91.974, 'type': 'audio_features', 'id': '14WWzenpaEgQZlqPq2nk4v', 'uri': 'spotify:track:14WWzenpaEgQZlqPq2nk4v', 'track_href': 'https://api.spotify.com/v1/tracks/14WWzenpaEgQZlqPq2nk4v', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/14WWzenpaEgQZlqPq2nk4v', 'duration_ms': 219320, 'time_signature': 4}",14WWzenpaEgQZlqPq2nk4v,14WWzenpaEgQZlqPq2nk4v,spotify:track:14WWzenpaEgQZlqPq2nk4v,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,219320,4
48,"{'danceability': 0.67, 'energy': 0.838, 'key': 0, 'loudness': -4.031, 'mode': 1, 'speechiness': 0.0362, 'acousticness': 0.0604, 'instrumentalness': 0.000611, 'liveness': 0.159, 'valence': 0.717, 'tempo': 104.998, 'type': 'audio_features', 'id': '78rIJddV4X0HkNAInEcYde', 'uri': 'spotify:track:78rIJddV4X0HkNAInEcYde', 'track_href': 'https://api.spotify.com/v1/tracks/78rIJddV4X0HkNAInEcYde', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/78rIJddV4X0HkNAInEcYde', 'duration_ms': 222041, 'time_signature': 4}",78rIJddV4X0HkNAInEcYde,78rIJddV4X0HkNAInEcYde,spotify:track:78rIJddV4X0HkNAInEcYde,0.67,0.838,0,-4.031,1,0.0362,0.0604,0.000611,0.159,0.717,104.998,222041,4
49,"{'danceability': 0.681, 'energy': 0.314, 'key': 8, 'loudness': -9.319, 'mode': 1, 'speechiness': 0.0581, 'acousticness': 0.2, 'instrumentalness': 9.82e-06, 'liveness': 0.1, 'valence': 0.166, 'tempo': 139.992, 'type': 'audio_features', 'id': '6mapJIPnQ23RTAevUoE0DL', 'uri': 'spotify:track:6mapJIPnQ23RTAevUoE0DL', 'track_href': 'https://api.spotify.com/v1/tracks/6mapJIPnQ23RTAevUoE0DL', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6mapJIPnQ23RTAevUoE0DL', 'duration_ms': 208120, 'time_signature': 4}",6mapJIPnQ23RTAevUoE0DL,6mapJIPnQ23RTAevUoE0DL,spotify:track:6mapJIPnQ23RTAevUoE0DL,0.681,0.314,8,-9.319,1,0.0581,0.2,9.82e-06,0.1,0.166,139.992,208120,4
50,"{'danceability': 0.772, 'energy': 0.504, 'key': 6, 'loudness': -8.219, 'mode': 0, 'speechiness': 0.0761, 'acousticness': 0.129, 'instrumentalness': 0, 'liveness': 0.125, 'valence': 0.244, 'tempo': 140.035, 'type': 'audio_features', 'id': '4mU5iXHeLgbR94siF7p1sY', 'uri': 'spotify:track:4mU5iXHeLgbR94siF7p1sY', 'track_href': 'https://api.spotify.com/v1/tracks/4mU5iXHeLgbR94siF7p1sY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4mU5iXHeLgbR94siF7p1sY', 'duration_ms': 237573, 'time_signature': 4}",4mU5iXHeLgbR94siF7p1sY,4mU5iXHeLgbR94siF7p1sY,spotify:track:4mU5iXHeLgbR94siF7p1sY,0.772,0.504,6,-8.219,0,0.0761,0.129,0.0,0.125,0.244,140.035,237573,4
51,"{'danceability': 0.314, 'energy': 0.555, 'key': 9, 'loudness': -9.601, 'mode': 1, 'speechiness': 0.37, 'acousticness': 0.157, 'instrumentalness': 0.000108, 'liveness': 0.067, 'valence': 0.159, 'tempo': 179.666, 'type': 'audio_features', 'id': '5hYTyyh2odQKphUbMqc5gN', 'uri': 'spotify:track:5hYTyyh2odQKphUbMqc5gN', 'track_href': 'https://api.spotify.com/v1/tracks/5hYTyyh2odQKphUbMqc5gN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5hYTyyh2odQKphUbMqc5gN', 'duration_ms': 175517, 'time_signature': 4}",5hYTyyh2odQKphUbMqc5gN,5hYTyyh2odQKphUbMqc5gN,spotify:track:5hYTyyh2odQKphUbMqc5gN,0.314,0.555,9,-9.601,1,0.37,0.157,0.000108,0.067,0.159,179.666,175517,4
52,"{'danceability': 0.69, 'energy': 0.524, 'key': 6, 'loudness': -8.39, 'mode': 0, 'speechiness': 0.103, 'acousticness': 0.0415, 'instrumentalness': 3.16e-06, 'liveness': 0.17, 'valence': 0.562, 'tempo': 164.023, 'type': 'audio_features', 'id': '4BHzQ9C00ceJxfG16AlNWb', 'uri': 'spotify:track:4BHzQ9C00ceJxfG16AlNWb', 'track_href': 'https://api.spotify.com/v1/tracks/4BHzQ9C00ceJxfG16AlNWb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4BHzQ9C00ceJxfG16AlNWb', 'duration_ms': 223080, 'time_signature': 4}",4BHzQ9C00ceJxfG16AlNWb,4BHzQ9C00ceJxfG16AlNWb,spotify:track:4BHzQ9C00ceJxfG16AlNWb,0.69,0.524,6,-8.39,0,0.103,0.0415,3.16e-06,0.17,0.562,164.023,223080,4
53,"{'danceability': 0.488, 'energy': 0.762, 'key': 8, 'loudness': -3.842, 'mode': 1, 'speechiness': 0.0865, 'acousticness': 0.591, 'instrumentalness': 0, 'liveness': 0.0763, 'valence': 0.709, 'tempo': 123.889, 'type': 'audio_features', 'id': '6nxQdXa1uAL0rY72wPZu89', 'uri': 'spotify:track:6nxQdXa1uAL0rY72wPZu89', 'track_href': 'https://api.spotify.com/v1/tracks/6nxQdXa1uAL0rY72wPZu89', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6nxQdXa1uAL0rY72wPZu89', 'duration_ms': 210293, 'time_signature': 4}",6nxQdXa1uAL0rY72wPZu89,6nxQdXa1uAL0rY72wPZu89,spotify:track:6nxQdXa1uAL0rY72wPZu89,0.488,0.762,8,-3.842,1,0.0865,0.591,0.0,0.0763,0.709,123.889,210293,4
54,"{'danceability': 0.609, 'energy': 0.378, 'key': 4, 'loudness': -9.828, 'mode': 1, 'speechiness': 0.438, 'acousticness': 0.835, 'instrumentalness': 0, 'liveness': 0.28, 'valence': 0.515, 'tempo': 100.418, 'type': 'audio_features', 'id': '3hB5DgAiMAQ4DzYbsMq1IT', 'uri': 'spotify:track:3hB5DgAiMAQ4DzYbsMq1IT', 'track_href': 'https://api.spotify.com/v1/tracks/3hB5DgAiMAQ4DzYbsMq1IT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3hB5DgAiMAQ4DzYbsMq1IT', 'duration_ms': 233720, 'time_signature': 4}",3hB5DgAiMAQ4DzYbsMq1IT,3hB5DgAiMAQ4DzYbsMq1IT,spotify:track:3hB5DgAiMAQ4DzYbsMq1IT,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,233720,4
55,"{'danceability': 0.807, 'energy': 0.887, 'key': 1, 'loudness': -3.892, 'mode': 1, 'speechiness': 0.275, 'acousticness': 0.00381, 'instrumentalness': 0, 'liveness': 0.391, 'valence': 0.78, 'tempo': 160.517, 'type': 'audio_features', 'id': '1lItf5ZXJc1by9SbPeljFd', 'uri': 'spotify:track:1lItf5ZXJc1by9SbPeljFd', 'track_href': 'https://api.spotify.com/v1/tracks/1lItf5ZXJc1by9SbPeljFd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1lItf5ZXJc1by9SbPeljFd', 'duration_ms': 144244, 'time_signature': 4}",1lItf5ZXJc1by9SbPeljFd,1lItf5ZXJc1by9SbPeljFd,spotify:track:1lItf5ZXJc1by9SbPeljFd,0.807,0.887,1,-3.892,1,0.275,0.00381,0.0,0.391,0.78,160.517,144244,4
56,"{'danceability': 0.852, 'energy': 0.553, 'key': 1, 'loudness': -7.286, 'mode': 1, 'speechiness': 0.187, 'acousticness': 0.0563, 'instrumentalness': 0, 'liveness': 0.332, 'valence': 0.656, 'tempo': 142.072, 'type': 'audio_features', 'id': '27GmP9AWRs744SzKcpJsTZ', 'uri': 'spotify:track:27GmP9AWRs744SzKcpJsTZ', 'track_href': 'https://api.spotify.com/v1/tracks/27GmP9AWRs744SzKcpJsTZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/27GmP9AWRs744SzKcpJsTZ', 'duration_ms': 205879, 'time_signature': 4}",27GmP9AWRs744SzKcpJsTZ,27GmP9AWRs744SzKcpJsTZ,spotify:track:27GmP9AWRs744SzKcpJsTZ,0.852,0.553,1,-7.286,1,0.187,0.0563,0.0,0.332,0.656,142.072,205879,4
57,"{'danceability': 0.542, 'energy': 0.721, 'key': 1, 'loudness': -5.136, 'mode': 0, 'speechiness': 0.0625, 'acousticness': 0.147, 'instrumentalness': 0, 'liveness': 0.348, 'valence': 0.623, 'tempo': 149.831, 'type': 'audio_features', 'id': '4h90qkbnW1Qq6pBhoPvwko', 'uri': 'spotify:track:4h90qkbnW1Qq6pBhoPvwko', 'track_href': 'https://api.spotify.com/v1/tracks/4h90qkbnW1Qq6pBhoPvwko', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4h90qkbnW1Qq6pBhoPvwko', 'duration_ms': 231360, 'time_signature': 4}",4h90qkbnW1Qq6pBhoPvwko,4h90qkbnW1Qq6pBhoPvwko,spotify:track:4h90qkbnW1Qq6pBhoPvwko,0.542,0.721,1,-5.136,0,0.0625,0.147,0.0,0.348,0.623,149.831,231360,4
58,"{'danceability': 0.639, 'energy': 0.548, 'key': 8, 'loudness': -13.534, 'mode': 1, 'speechiness': 0.0394, 'acousticness': 0.29, 'instrumentalness': 9.68e-05, 'liveness': 0.366, 'valence': 0.887, 'tempo': 98.359, 'type': 'audio_features', 'id': '3b0EOvScbZUc0qJx0E1L2z', 'uri': 'spotify:track:3b0EOvScbZUc0qJx0E1L2z', 'track_href': 'https://api.spotify.com/v1/tracks/3b0EOvScbZUc0qJx0E1L2z', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3b0EOvScbZUc0qJx0E1L2z', 'duration_ms': 176333, 'time_signature': 4}",3b0EOvScbZUc0qJx0E1L2z,3b0EOvScbZUc0qJx0E1L2z,spotify:track:3b0EOvScbZUc0qJx0E1L2z,0.639,0.548,8,-13.534,1,0.0394,0.29,9.68e-05,0.366,0.887,98.359,176333,4
59,"{'danceability': 0.774, 'energy': 0.764, 'key': 4, 'loudness': -5.445, 'mode': 0, 'speechiness': 0.0518, 'acousticness': 0.156, 'instrumentalness': 0, 'liveness': 0.0383, 'valence': 0.912, 'tempo': 118.997, 'type': 'audio_features', 'id': '2aFiaMXmWsM3Vj72F9ksBl', 'uri': 'spotify:track:2aFiaMXmWsM3Vj72F9ksBl', 'track_href': 'https://api.spotify.com/v1/tracks/2aFiaMXmWsM3Vj72F9ksBl', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2aFiaMXmWsM3Vj72F9ksBl', 'duration_ms': 219147, 'time_signature': 4}",2aFiaMXmWsM3Vj72F9ksBl,2aFiaMXmWsM3Vj72F9ksBl,spotify:track:2aFiaMXmWsM3Vj72F9ksBl,0.774,0.764,4,-5.445,0,0.0518,0.156,0.0,0.0383,0.912,118.997,219147,4
60,"{'danceability': 0.722, 'energy': 0.331, 'key': 8, 'loudness': -7.789, 'mode': 1, 'speechiness': 0.0725, 'acousticness': 0.337, 'instrumentalness': 0.283, 'liveness': 0.146, 'valence': 0.102, 'tempo': 143.974, 'type': 'audio_features', 'id': '7EiZI6JVHllARrX9PUvAdX', 'uri': 'spotify:track:7EiZI6JVHllARrX9PUvAdX', 'track_href': 'https://api.spotify.com/v1/tracks/7EiZI6JVHllARrX9PUvAdX', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7EiZI6JVHllARrX9PUvAdX', 'duration_ms': 313547, 'time_signature': 4}",7EiZI6JVHllARrX9PUvAdX,7EiZI6JVHllARrX9PUvAdX,spotify:track:7EiZI6JVHllARrX9PUvAdX,0.722,0.331,8,-7.789,1,0.0725,0.337,0.283,0.146,0.102,143.974,313547,4
61,"{'danceability': 0.841, 'energy': 0.728, 'key': 7, 'loudness': -3.37, 'mode': 1, 'speechiness': 0.0484, 'acousticness': 0.0847, 'instrumentalness': 0, 'liveness': 0.149, 'valence': 0.43, 'tempo': 130.049, 'type': 'audio_features', 'id': '6gBFPUFcJLzWGx4lenP6h2', 'uri': 'spotify:track:6gBFPUFcJLzWGx4lenP6h2', 'track_href': 'https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2', 'duration_ms': 243837, 'time_signature': 4}",6gBFPUFcJLzWGx4lenP6h2,6gBFPUFcJLzWGx4lenP6h2,spotify:track:6gBFPUFcJLzWGx4lenP6h2,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,243837,4
