,Audio Features Obj,Spotify_ID,id,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
178,"{'danceability': 0.675, 'energy': 0.166, 'key': 11, 'loudness': -22.602, 'mode': 1, 'speechiness': 0.171, 'acousticness': 0.88, 'instrumentalness': 7.14e-05, 'liveness': 0.0461, 'valence': 0.747, 'tempo': 68.837, 'type': 'audio_features', 'id': '4hObp5bmIJ3PP3cKA9K9GY', 'uri': 'spotify:track:4hObp5bmIJ3PP3cKA9K9GY', 'track_href': 'https://api.spotify.com/v1/tracks/4hObp5bmIJ3PP3cKA9K9GY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4hObp5bmIJ3PP3cKA9K9GY', 'duration_ms': 294400, 'time_signature': 4}",4hObp5bmIJ3PP3cKA9K9GY,4hObp5bmIJ3PP3cKA9K9GY,spotify:track:4hObp5bmIJ3PP3cKA9K9GY,0.675,0.166,11,-22.602,1,0.171,0.88,7.14e-05,0.0461,0.747,68.837,294400,4
179,"{'danceability': 0.696, 'energy': 0.743, 'key': 6, 'loudness': -3.838, 'mode': 1, 'speechiness': 0.0331, 'acousticness': 0.0778, 'instrumentalness': 0, 'liveness': 0.0581, 'valence': 0.644, 'tempo': 122.978, 'type': 'audio_features', 'id': '1D3ODoXHBLpdxolZRHWV1j', 'uri': 'spotify:track:1D3ODoXHBLpdxolZRHWV1j', 'track_href': 'https://api.spotify.com/v1/tracks/1D3ODoXHBLpdxolZRHWV1j', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1D3ODoXHBLpdxolZRHWV1j', 'duration_ms': 201254, 'time_signature': 4}",1D3ODoXHBLpdxolZRHWV1j,1D3ODoXHBLpdxolZRHWV1j,spotify:track:1D3ODoXHBLpdxolZRHWV1j,0.696,0.743,6,-3.838,1,0.0331,0.0778,0.0,0.0581,0.644,122.978,201254,4
180,"{'danceability': 0.609, 'energy': 0.887, 'key': 9, 'loudness': -4.749, 'mode': 0, 'speechiness': 0.0507, 'acousticness': 0.0504, 'instrumentalness': 4.76e-06, 'liveness': 0.09, 'valence': 0.316, 'tempo': 97.99, 'type': 'audio_features', 'id': '1FUViuNSldssMIawrOXF2i', 'uri': 'spotify:track:1FUViuNSldssMIawrOXF2i', 'track_href': 'https://api.spotify.com/v1/tracks/1FUViuNSldssMIawrOXF2i', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1FUViuNSldssMIawrOXF2i', 'duration_ms': 191812, 'time_signature': 4}",1FUViuNSldssMIawrOXF2i,1FUViuNSldssMIawrOXF2i,spotify:track:1FUViuNSldssMIawrOXF2i,0.609,0.887,9,-4.749,0,0.0507,0.0504,4.76e-06,0.09,0.316,97.99,191812,4
181,"{'danceability': 0.569, 'energy': 0.761, 'key': 5, 'loudness': -6.071, 'mode': 0, 'speechiness': 0.475, 'acousticness': 0.261, 'instrumentalness': 6.71e-06, 'liveness': 0.0748, 'valence': 0.325, 'tempo': 180.122, 'type': 'audio_features', 'id': '0q5DrtpnnGpOvBy5nnPMbe', 'uri': 'spotify:track:0q5DrtpnnGpOvBy5nnPMbe', 'track_href': 'https://api.spotify.com/v1/tracks/0q5DrtpnnGpOvBy5nnPMbe', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0q5DrtpnnGpOvBy5nnPMbe', 'duration_ms': 184000, 'time_signature': 4}",0q5DrtpnnGpOvBy5nnPMbe,0q5DrtpnnGpOvBy5nnPMbe,spotify:track:0q5DrtpnnGpOvBy5nnPMbe,0.569,0.761,5,-6.071,0,0.475,0.261,6.71e-06,0.0748,0.325,180.122,184000,4
182,"{'danceability': 0.595, 'energy': 0.662, 'key': 11, 'loudness': -6.858, 'mode': 0, 'speechiness': 0.0362, 'acousticness': 0.0178, 'instrumentalness': 0, 'liveness': 0.0804, 'valence': 0.417, 'tempo': 96.053, 'type': 'audio_features', 'id': '04CttTezSnv71USiiG9mIo', 'uri': 'spotify:track:04CttTezSnv71USiiG9mIo', 'track_href': 'https://api.spotify.com/v1/tracks/04CttTezSnv71USiiG9mIo', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/04CttTezSnv71USiiG9mIo', 'duration_ms': 218447, 'time_signature': 4}",04CttTezSnv71USiiG9mIo,04CttTezSnv71USiiG9mIo,spotify:track:04CttTezSnv71USiiG9mIo,0.595,0.662,11,-6.858,0,0.0362,0.0178,0.0,0.0804,0.417,96.053,218447,4
183,"{'danceability': 0.611, 'energy': 0.7, 'key': 9, 'loudness': -5.331, 'mode': 1, 'speechiness': 0.0436, 'acousticness': 0.0199, 'instrumentalness': 0, 'liveness': 0.0549, 'valence': 0.213, 'tempo': 104.981, 'type': 'audio_features', 'id': '4OZEu0Vwq0RB2LAq14v99n', 'uri': 'spotify:track:4OZEu0Vwq0RB2LAq14v99n', 'track_href': 'https://api.spotify.com/v1/tracks/4OZEu0Vwq0RB2LAq14v99n', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4OZEu0Vwq0RB2LAq14v99n', 'duration_ms': 220573, 'time_signature': 4}",4OZEu0Vwq0RB2LAq14v99n,4OZEu0Vwq0RB2LAq14v99n,spotify:track:4OZEu0Vwq0RB2LAq14v99n,0.611,0.7,9,-5.331,1,0.0436,0.0199,0.0,0.0549,0.213,104.981,220573,4
184,"{'danceability': 0.762, 'energy': 0.666, 'key': 0, 'loudness': -6.055, 'mode': 1, 'speechiness': 0.0916, 'acousticness': 0.00427, 'instrumentalness': 0, 'liveness': 0.127, 'valence': 0.278, 'tempo': 118.97, 'type': 'audio_features', 'id': '10I3CmmwT0BkOVhduDy53o', 'uri': 'spotify:track:10I3CmmwT0BkOVhduDy53o', 'track_href': 'https://api.spotify.com/v1/tracks/10I3CmmwT0BkOVhduDy53o', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/10I3CmmwT0BkOVhduDy53o', 'duration_ms': 232093, 'time_signature': 4}",10I3CmmwT0BkOVhduDy53o,10I3CmmwT0BkOVhduDy53o,spotify:track:10I3CmmwT0BkOVhduDy53o,0.762,0.666,0,-6.055,1,0.0916,0.00427,0.0,0.127,0.278,118.97,232093,4
185,"{'danceability': 0.572, 'energy': 0.786, 'key': 8, 'loudness': -8.469, 'mode': 1, 'speechiness': 0.0642, 'acousticness': 0.519, 'instrumentalness': 0.00093, 'liveness': 0.11, 'valence': 0.952, 'tempo': 188.115, 'type': 'audio_features', 'id': '6cb0HzFQPN4BGADOmSzPCw', 'uri': 'spotify:track:6cb0HzFQPN4BGADOmSzPCw', 'track_href': 'https://api.spotify.com/v1/tracks/6cb0HzFQPN4BGADOmSzPCw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6cb0HzFQPN4BGADOmSzPCw', 'duration_ms': 174867, 'time_signature': 4}",6cb0HzFQPN4BGADOmSzPCw,6cb0HzFQPN4BGADOmSzPCw,spotify:track:6cb0HzFQPN4BGADOmSzPCw,0.572,0.786,8,-8.469,1,0.0642,0.519,0.00093,0.11,0.952,188.115,174867,4
186,"{'danceability': 0.836, 'energy': 0.776, 'key': 4, 'loudness': -0.804, 'mode': 0, 'speechiness': 0.239, 'acousticness': 0.274, 'instrumentalness': 0, 'liveness': 0.113, 'valence': 0.37, 'tempo': 130.033, 'type': 'audio_features', 'id': '39pS70eeDvyCAF3t8NAlVV', 'uri': 'spotify:track:39pS70eeDvyCAF3t8NAlVV', 'track_href': 'https://api.spotify.com/v1/tracks/39pS70eeDvyCAF3t8NAlVV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/39pS70eeDvyCAF3t8NAlVV', 'duration_ms': 222707, 'time_signature': 4}",39pS70eeDvyCAF3t8NAlVV,39pS70eeDvyCAF3t8NAlVV,spotify:track:39pS70eeDvyCAF3t8NAlVV,0.836,0.776,4,-0.804,0,0.239,0.274,0.0,0.113,0.37,130.033,222707,4
187,"{'danceability': 0.863, 'energy': 0.576, 'key': 5, 'loudness': -5.687, 'mode': 0, 'speechiness': 0.239, 'acousticness': 0.124, 'instrumentalness': 0, 'liveness': 0.143, 'valence': 0.832, 'tempo': 132.054, 'type': 'audio_features', 'id': '55OdqrG8WLmsYyY1jijD9b', 'uri': 'spotify:track:55OdqrG8WLmsYyY1jijD9b', 'track_href': 'https://api.spotify.com/v1/tracks/55OdqrG8WLmsYyY1jijD9b', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/55OdqrG8WLmsYyY1jijD9b', 'duration_ms': 236293, 'time_signature': 4}",55OdqrG8WLmsYyY1jijD9b,55OdqrG8WLmsYyY1jijD9b,spotify:track:55OdqrG8WLmsYyY1jijD9b,0.863,0.576,5,-5.687,0,0.239,0.124,0.0,0.143,0.832,132.054,236293,4
188,"{'danceability': 0.524, 'energy': 0.543, 'key': 11, 'loudness': -9.889, 'mode': 1, 'speechiness': 0.0397, 'acousticness': 0.734, 'instrumentalness': 0, 'liveness': 0.275, 'valence': 0.877, 'tempo': 128.091, 'type': 'audio_features', 'id': '27K3ZDS5B4fwjhwyihrdzC', 'uri': 'spotify:track:27K3ZDS5B4fwjhwyihrdzC', 'track_href': 'https://api.spotify.com/v1/tracks/27K3ZDS5B4fwjhwyihrdzC', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/27K3ZDS5B4fwjhwyihrdzC', 'duration_ms': 125507, 'time_signature': 4}",27K3ZDS5B4fwjhwyihrdzC,27K3ZDS5B4fwjhwyihrdzC,spotify:track:27K3ZDS5B4fwjhwyihrdzC,0.524,0.543,11,-9.889,1,0.0397,0.734,0.0,0.275,0.877,128.091,125507,4
189,"{'danceability': 0.714, 'energy': 0.62, 'key': 11, 'loudness': -5.045, 'mode': 1, 'speechiness': 0.296, 'acousticness': 0.223, 'instrumentalness': 0, 'liveness': 0.109, 'valence': 0.73, 'tempo': 80.109, 'type': 'audio_features', 'id': '36xxq7VDZZsGwARsn6Clo7', 'uri': 'spotify:track:36xxq7VDZZsGwARsn6Clo7', 'track_href': 'https://api.spotify.com/v1/tracks/36xxq7VDZZsGwARsn6Clo7', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/36xxq7VDZZsGwARsn6Clo7', 'duration_ms': 276347, 'time_signature': 4}",36xxq7VDZZsGwARsn6Clo7,36xxq7VDZZsGwARsn6Clo7,spotify:track:36xxq7VDZZsGwARsn6Clo7,0.714,0.62,11,-5.045,1,0.296,0.223,0.0,0.109,0.73,80.109,276347,4
190,"{'danceability': 0.809, 'energy': 0.504, 'key': 2, 'loudness': -3.201, 'mode': 1, 'speechiness': 0.15, 'acousticness': 0.00156, 'instrumentalness': 0, 'liveness': 0.0856, 'valence': 0.525, 'tempo': 120.065, 'type': 'audio_features', 'id': '1trZGMI2CGyVT44STkpCoN', 'uri': 'spotify:track:1trZGMI2CGyVT44STkpCoN', 'track_href': 'https://api.spotify.com/v1/tracks/1trZGMI2CGyVT44STkpCoN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1trZGMI2CGyVT44STkpCoN', 'duration_ms': 223969, 'time_signature': 4}",1trZGMI2CGyVT44STkpCoN,1trZGMI2CGyVT44STkpCoN,spotify:track:1trZGMI2CGyVT44STkpCoN,0.809,0.504,2,-3.201,1,0.15,0.00156,0.0,0.0856,0.525,120.065,223969,4
191,"{'danceability': 0.665, 'energy': 0.498, 'key': 5, 'loudness': -8.185, 'mode': 1, 'speechiness': 0.0831, 'acousticness': 0.228, 'instrumentalness': 0, 'liveness': 0.0757, 'valence': 0.127, 'tempo': 81.967, 'type': 'audio_features', 'id': '5yuShbu70mtHXY0yLzCQLQ', 'uri': 'spotify:track:5yuShbu70mtHXY0yLzCQLQ', 'track_href': 'https://api.spotify.com/v1/tracks/5yuShbu70mtHXY0yLzCQLQ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5yuShbu70mtHXY0yLzCQLQ', 'duration_ms': 179613, 'time_signature': 4}",5yuShbu70mtHXY0yLzCQLQ,5yuShbu70mtHXY0yLzCQLQ,spotify:track:5yuShbu70mtHXY0yLzCQLQ,0.665,0.498,5,-8.185,1,0.0831,0.228,0.0,0.0757,0.127,81.967,179613,4
192,"{'danceability': 0.725, 'energy': 0.853, 'key': 2, 'loudness': -7.842, 'mode': 1, 'speechiness': 0.0353, 'acousticness': 0.0348, 'instrumentalness': 0.127, 'liveness': 0.196, 'valence': 0.904, 'tempo': 136.282, 'type': 'audio_features', 'id': '7fSGbZLhWlAiCC3HDPAULu', 'uri': 'spotify:track:7fSGbZLhWlAiCC3HDPAULu', 'track_href': 'https://api.spotify.com/v1/tracks/7fSGbZLhWlAiCC3HDPAULu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7fSGbZLhWlAiCC3HDPAULu', 'duration_ms': 222813, 'time_signature': 4}",7fSGbZLhWlAiCC3HDPAULu,7fSGbZLhWlAiCC3HDPAULu,spotify:track:7fSGbZLhWlAiCC3HDPAULu,0.725,0.853,2,-7.842,1,0.0353,0.0348,0.127,0.196,0.904,136.282,222813,4
193,"{'danceability': 0.439, 'energy': 0.204, 'key': 2, 'loudness': -15.165, 'mode': 1, 'speechiness': 0.0587, 'acousticness': 0.766, 'instrumentalness': 0.0913, 'liveness': 0.284, 'valence': 0.0408, 'tempo': 139.652, 'type': 'audio_features', 'id': '0HtOJj7Kl74s1Ngf3MWeif', 'uri': 'spotify:track:0HtOJj7Kl74s1Ngf3MWeif', 'track_href': 'https://api.spotify.com/v1/tracks/0HtOJj7Kl74s1Ngf3MWeif', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0HtOJj7Kl74s1Ngf3MWeif', 'duration_ms': 209080, 'time_signature': 4}",0HtOJj7Kl74s1Ngf3MWeif,0HtOJj7Kl74s1Ngf3MWeif,spotify:track:0HtOJj7Kl74s1Ngf3MWeif,0.439,0.204,2,-15.165,1,0.0587,0.766,0.0913,0.284,0.0408,139.652,209080,4
194,"{'danceability': 0.518, 'energy': 0.676, 'key': 8, 'loudness': -6.373, 'mode': 0, 'speechiness': 0.0744, 'acousticness': 0.0324, 'instrumentalness': 3.62e-05, 'liveness': 0.189, 'valence': 0.197, 'tempo': 173.998, 'type': 'audio_features', 'id': '32lgtADX2cB9I4KFs1Y1py', 'uri': 'spotify:track:32lgtADX2cB9I4KFs1Y1py', 'track_href': 'https://api.spotify.com/v1/tracks/32lgtADX2cB9I4KFs1Y1py', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/32lgtADX2cB9I4KFs1Y1py', 'duration_ms': 220307, 'time_signature': 4}",32lgtADX2cB9I4KFs1Y1py,32lgtADX2cB9I4KFs1Y1py,spotify:track:32lgtADX2cB9I4KFs1Y1py,0.518,0.676,8,-6.373,0,0.0744,0.0324,3.62e-05,0.189,0.197,173.998,220307,4
195,"{'danceability': 0.795, 'energy': 0.523, 'key': 1, 'loudness': -7.165, 'mode': 1, 'speechiness': 0.0423, 'acousticness': 0.061, 'instrumentalness': 0, 'liveness': 0.0914, 'valence': 0.855, 'tempo': 133.024, 'type': 'audio_features', 'id': '5dNfHmqgr128gMY2tc5CeJ', 'uri': 'spotify:track:5dNfHmqgr128gMY2tc5CeJ', 'track_href': 'https://api.spotify.com/v1/tracks/5dNfHmqgr128gMY2tc5CeJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5dNfHmqgr128gMY2tc5CeJ', 'duration_ms': 186067, 'time_signature': 4}",5dNfHmqgr128gMY2tc5CeJ,5dNfHmqgr128gMY2tc5CeJ,spotify:track:5dNfHmqgr128gMY2tc5CeJ,0.795,0.523,1,-7.165,1,0.0423,0.061,0.0,0.0914,0.855,133.024,186067,4
196,"{'danceability': 0.618, 'energy': 0.717, 'key': 7, 'loudness': -5.738, 'mode': 1, 'speechiness': 0.318, 'acousticness': 0.00256, 'instrumentalness': 0, 'liveness': 0.625, 'valence': 0.603, 'tempo': 190.05, 'type': 'audio_features', 'id': '5NQbUaeTEOGdD6hHcre0dZ', 'uri': 'spotify:track:5NQbUaeTEOGdD6hHcre0dZ', 'track_href': 'https://api.spotify.com/v1/tracks/5NQbUaeTEOGdD6hHcre0dZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5NQbUaeTEOGdD6hHcre0dZ', 'duration_ms': 196693, 'time_signature': 4}",5NQbUaeTEOGdD6hHcre0dZ,5NQbUaeTEOGdD6hHcre0dZ,spotify:track:5NQbUaeTEOGdD6hHcre0dZ,0.618,0.717,7,-5.738,1,0.318,0.00256,0.0,0.625,0.603,190.05,196693,4
197,"{'danceability': 0.823, 'energy': 0.733, 'key': 1, 'loudness': -5.474, 'mode': 1, 'speechiness': 0.0628, 'acousticness': 0.0349, 'instrumentalness': 0, 'liveness': 0.324, 'valence': 0.397, 'tempo': 97.972, 'type': 'audio_features', 'id': '4w7yrP4RAeeyhfG9nJqQvS', 'uri': 'spotify:track:4w7yrP4RAeeyhfG9nJqQvS', 'track_href': 'https://api.spotify.com/v1/tracks/4w7yrP4RAeeyhfG9nJqQvS', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4w7yrP4RAeeyhfG9nJqQvS', 'duration_ms': 284387, 'time_signature': 4}",4w7yrP4RAeeyhfG9nJqQvS,4w7yrP4RAeeyhfG9nJqQvS,spotify:track:4w7yrP4RAeeyhfG9nJqQvS,0.823,0.733,1,-5.474,1,0.0628,0.0349,0.0,0.324,0.397,97.972,284387,4
198,"{'danceability': 0.62, 'energy': 0.936, 'key': 7, 'loudness': -4.593, 'mode': 1, 'speechiness': 0.0308, 'acousticness': 0.0261, 'instrumentalness': 0, 'liveness': 0.0679, 'valence': 0.763, 'tempo': 97.527, 'type': 'audio_features', 'id': '4YwbSZaYeYja8Umyt222Qf', 'uri': 'spotify:track:4YwbSZaYeYja8Umyt222Qf', 'track_href': 'https://api.spotify.com/v1/tracks/4YwbSZaYeYja8Umyt222Qf', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4YwbSZaYeYja8Umyt222Qf', 'duration_ms': 175747, 'time_signature': 4}",4YwbSZaYeYja8Umyt222Qf,4YwbSZaYeYja8Umyt222Qf,spotify:track:4YwbSZaYeYja8Umyt222Qf,0.62,0.936,7,-4.593,1,0.0308,0.0261,0.0,0.0679,0.763,97.527,175747,4
199,"{'danceability': 0.916, 'energy': 0.571, 'key': 10, 'loudness': -8.241, 'mode': 0, 'speechiness': 0.2, 'acousticness': 0.0173, 'instrumentalness': 1.11e-06, 'liveness': 0.153, 'valence': 0.498, 'tempo': 103.521, 'type': 'audio_features', 'id': '5TqBAOIBe0bQA0spNdcG3k', 'uri': 'spotify:track:5TqBAOIBe0bQA0spNdcG3k', 'track_href': 'https://api.spotify.com/v1/tracks/5TqBAOIBe0bQA0spNdcG3k', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5TqBAOIBe0bQA0spNdcG3k', 'duration_ms': 183695, 'time_signature': 4}",5TqBAOIBe0bQA0spNdcG3k,5TqBAOIBe0bQA0spNdcG3k,spotify:track:5TqBAOIBe0bQA0spNdcG3k,0.916,0.571,10,-8.241,0,0.2,0.0173,1.11e-06,0.153,0.498,103.521,183695,4
200,"{'danceability': 0.85, 'energy': 0.405, 'key': 7, 'loudness': -7.509, 'mode': 0, 'speechiness': 0.225, 'acousticness': 0.119, 'instrumentalness': 0.000118, 'liveness': 0.0707, 'valence': 0.344, 'tempo': 139.976, 'type': 'audio_features', 'id': '5tFep7dXGd7vEJ668wTPux', 'uri': 'spotify:track:5tFep7dXGd7vEJ668wTPux', 'track_href': 'https://api.spotify.com/v1/tracks/5tFep7dXGd7vEJ668wTPux', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5tFep7dXGd7vEJ668wTPux', 'duration_ms': 190312, 'time_signature': 4}",5tFep7dXGd7vEJ668wTPux,5tFep7dXGd7vEJ668wTPux,spotify:track:5tFep7dXGd7vEJ668wTPux,0.85,0.405,7,-7.509,0,0.225,0.119,0.000118,0.0707,0.344,139.976,190312,4
201,"{'danceability': 0.687, 'energy': 0.409, 'key': 9, 'loudness': -7.751, 'mode': 1, 'speechiness': 0.0311, 'acousticness': 0.71, 'instrumentalness': 0, 'liveness': 0.126, 'valence': 0.16, 'tempo': 111.861, 'type': 'audio_features', 'id': '5nA67Y0XX9JipZwYxX7Gl7', 'uri': 'spotify:track:5nA67Y0XX9JipZwYxX7Gl7', 'track_href': 'https://api.spotify.com/v1/tracks/5nA67Y0XX9JipZwYxX7Gl7', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5nA67Y0XX9JipZwYxX7Gl7', 'duration_ms': 232600, 'time_signature': 4}",5nA67Y0XX9JipZwYxX7Gl7,5nA67Y0XX9JipZwYxX7Gl7,spotify:track:5nA67Y0XX9JipZwYxX7Gl7,0.687,0.409,9,-7.751,1,0.0311,0.71,0.0,0.126,0.16,111.861,232600,4
202,"{'danceability': 0.483, 'energy': 0.787, 'key': 8, 'loudness': -5.244, 'mode': 1, 'speechiness': 0.102, 'acousticness': 0.112, 'instrumentalness': 0, 'liveness': 0.257, 'valence': 0.58, 'tempo': 122.058, 'type': 'audio_features', 'id': '1cG0umU5TKStygKsPFZ9pY', 'uri': 'spotify:track:1cG0umU5TKStygKsPFZ9pY', 'track_href': 'https://api.spotify.com/v1/tracks/1cG0umU5TKStygKsPFZ9pY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1cG0umU5TKStygKsPFZ9pY', 'duration_ms': 191379, 'time_signature': 4}",1cG0umU5TKStygKsPFZ9pY,1cG0umU5TKStygKsPFZ9pY,spotify:track:1cG0umU5TKStygKsPFZ9pY,0.483,0.787,8,-5.244,1,0.102,0.112,0.0,0.257,0.58,122.058,191379,4
203,"{'danceability': 0.713, 'energy': 0.733, 'key': 6, 'loudness': -6.431, 'mode': 1, 'speechiness': 0.152, 'acousticness': 0.0933, 'instrumentalness': 2.23e-05, 'liveness': 0.237, 'valence': 0.502, 'tempo': 108.992, 'type': 'audio_features', 'id': '042x9bsUBWW2fJgJ6fUh61', 'uri': 'spotify:track:042x9bsUBWW2fJgJ6fUh61', 'track_href': 'https://api.spotify.com/v1/tracks/042x9bsUBWW2fJgJ6fUh61', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/042x9bsUBWW2fJgJ6fUh61', 'duration_ms': 196307, 'time_signature': 4}",042x9bsUBWW2fJgJ6fUh61,042x9bsUBWW2fJgJ6fUh61,spotify:track:042x9bsUBWW2fJgJ6fUh61,0.713,0.733,6,-6.431,1,0.152,0.0933,2.23e-05,0.237,0.502,108.992,196307,4
204,"{'danceability': 0.674, 'energy': 0.593, 'key': 11, 'loudness': -6.47, 'mode': 0, 'speechiness': 0.0582, 'acousticness': 0.201, 'instrumentalness': 0.000529, 'liveness': 0.209, 'valence': 0.464, 'tempo': 116.995, 'type': 'audio_features', 'id': '34i4yxPrHWquuR4kjiivFO', 'uri': 'spotify:track:34i4yxPrHWquuR4kjiivFO', 'track_href': 'https://api.spotify.com/v1/tracks/34i4yxPrHWquuR4kjiivFO', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/34i4yxPrHWquuR4kjiivFO', 'duration_ms': 233077, 'time_signature': 4}",34i4yxPrHWquuR4kjiivFO,34i4yxPrHWquuR4kjiivFO,spotify:track:34i4yxPrHWquuR4kjiivFO,0.674,0.593,11,-6.47,0,0.0582,0.201,0.000529,0.209,0.464,116.995,233077,4
205,"{'danceability': 0.595, 'energy': 0.416, 'key': 10, 'loudness': -10.957, 'mode': 0, 'speechiness': 0.0366, 'acousticness': 0.536, 'instrumentalness': 0, 'liveness': 0.293, 'valence': 0.185, 'tempo': 74.556, 'type': 'audio_features', 'id': '3MWlVSkoLS1e66nlZ2tuWJ', 'uri': 'spotify:track:3MWlVSkoLS1e66nlZ2tuWJ', 'track_href': 'https://api.spotify.com/v1/tracks/3MWlVSkoLS1e66nlZ2tuWJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3MWlVSkoLS1e66nlZ2tuWJ', 'duration_ms': 127880, 'time_signature': 4}",3MWlVSkoLS1e66nlZ2tuWJ,3MWlVSkoLS1e66nlZ2tuWJ,spotify:track:3MWlVSkoLS1e66nlZ2tuWJ,0.595,0.416,10,-10.957,0,0.0366,0.536,0.0,0.293,0.185,74.556,127880,4
206,"{'danceability': 0.701, 'energy': 0.485, 'key': 11, 'loudness': -10.305, 'mode': 0, 'speechiness': 0.364, 'acousticness': 0.367, 'instrumentalness': 6.31e-05, 'liveness': 0.0852, 'valence': 0.496, 'tempo': 78.863, 'type': 'audio_features', 'id': '1vvnYpYEMVB4aq9I6tHIEB', 'uri': 'spotify:track:1vvnYpYEMVB4aq9I6tHIEB', 'track_href': 'https://api.spotify.com/v1/tracks/1vvnYpYEMVB4aq9I6tHIEB', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1vvnYpYEMVB4aq9I6tHIEB', 'duration_ms': 530253, 'time_signature': 4}",1vvnYpYEMVB4aq9I6tHIEB,1vvnYpYEMVB4aq9I6tHIEB,spotify:track:1vvnYpYEMVB4aq9I6tHIEB,0.701,0.485,11,-10.305,0,0.364,0.367,6.31e-05,0.0852,0.496,78.863,530253,4
207,"{'danceability': 0.87, 'energy': 0.386, 'key': 7, 'loudness': -7.843, 'mode': 0, 'speechiness': 0.0684, 'acousticness': 0.745, 'instrumentalness': 0.00013, 'liveness': 0.122, 'valence': 0.642, 'tempo': 119.91, 'type': 'audio_features', 'id': '2z3joGXrdGL2iEjIKQTiN1', 'uri': 'spotify:track:2z3joGXrdGL2iEjIKQTiN1', 'track_href': 'https://api.spotify.com/v1/tracks/2z3joGXrdGL2iEjIKQTiN1', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2z3joGXrdGL2iEjIKQTiN1', 'duration_ms': 194347, 'time_signature': 3}",2z3joGXrdGL2iEjIKQTiN1,2z3joGXrdGL2iEjIKQTiN1,spotify:track:2z3joGXrdGL2iEjIKQTiN1,0.87,0.386,7,-7.843,0,0.0684,0.745,0.00013,0.122,0.642,119.91,194347,3
208,"{'danceability': 0.469, 'energy': 0.417, 'key': 8, 'loudness': -10.614, 'mode': 0, 'speechiness': 0.0704, 'acousticness': 0.418, 'instrumentalness': 0.000189, 'liveness': 0.102, 'valence': 0.175, 'tempo': 120.012, 'type': 'audio_features', 'id': '0NWqNXBJTpXbkI5rPWNy3p', 'uri': 'spotify:track:0NWqNXBJTpXbkI5rPWNy3p', 'track_href': 'https://api.spotify.com/v1/tracks/0NWqNXBJTpXbkI5rPWNy3p', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0NWqNXBJTpXbkI5rPWNy3p', 'duration_ms': 321027, 'time_signature': 4}",0NWqNXBJTpXbkI5rPWNy3p,0NWqNXBJTpXbkI5rPWNy3p,spotify:track:0NWqNXBJTpXbkI5rPWNy3p,0.469,0.417,8,-10.614,0,0.0704,0.418,0.000189,0.102,0.175,120.012,321027,4
209,"{'danceability': 0.571, 'energy': 0.307, 'key': 1, 'loudness': -10.958, 'mode': 0, 'speechiness': 0.0499, 'acousticness': 0.649, 'instrumentalness': 0, 'liveness': 0.178, 'valence': 0.108, 'tempo': 83.72, 'type': 'audio_features', 'id': '6mb6lVLNrcUgLnEN8QnDJd', 'uri': 'spotify:track:6mb6lVLNrcUgLnEN8QnDJd', 'track_href': 'https://api.spotify.com/v1/tracks/6mb6lVLNrcUgLnEN8QnDJd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6mb6lVLNrcUgLnEN8QnDJd', 'duration_ms': 163387, 'time_signature': 4}",6mb6lVLNrcUgLnEN8QnDJd,6mb6lVLNrcUgLnEN8QnDJd,spotify:track:6mb6lVLNrcUgLnEN8QnDJd,0.571,0.307,1,-10.958,0,0.0499,0.649,0.0,0.178,0.108,83.72,163387,4
