,Chart,Region,Date,Position,Trend,Title,Artist,Streams,Icon_URL,Spotify_URL,Spotify_ID
1000,Viral50,United States,2017-01-01,1,Flat,Fill Me In - AFTR:HRS Mixcut,Loud Luxury,,https://i.scdn.co/image/ab67616d00004851a99503981840bbca16e98459,https://open.spotify.com/track/1Th5b8AsauED9F7pGv8Yxi,1Th5b8AsauED9F7pGv8Yxi
1001,Viral50,United States,2017-01-01,2,Flat,Freedom! '90,George Michael,,https://i.scdn.co/image/ab67616d00004851a0063c4e190db470d96d5939,https://open.spotify.com/track/1D6nV9TPfMnWm7UdVsDVfI,1D6nV9TPfMnWm7UdVsDVfI
1002,Viral50,United States,2017-01-01,3,Flat,You,Manwolves,,https://i.scdn.co/image/ab67616d00004851db49e46f0509c720d144b0d8,https://open.spotify.com/track/6F7CjVIrwk7PddQUsoPmoo,6F7CjVIrwk7PddQUsoPmoo
1003,Viral50,United States,2017-01-01,4,Flat,Faith - Remastered,George Michael,,https://i.scdn.co/image/ab67616d00004851b7a9a6a2bf311630d3fc6956,https://open.spotify.com/track/0HEmnAUT8PHznIAAmVXqFJ,0HEmnAUT8PHznIAAmVXqFJ
1004,Viral50,United States,2017-01-01,5,Flat,Father Figure - Remastered,George Michael,,https://i.scdn.co/image/ab67616d00004851b7a9a6a2bf311630d3fc6956,https://open.spotify.com/track/0L0T4tMAaGqLgIVj1MOj9t,0L0T4tMAaGqLgIVj1MOj9t
1005,Viral50,United States,2017-01-01,6,Flat,One More Try - Remastered,George Michael,,https://i.scdn.co/image/ab67616d00004851b7a9a6a2bf311630d3fc6956,https://open.spotify.com/track/5932kbyNt445gDTT2chRUS,5932kbyNt445gDTT2chRUS
1006,Viral50,United States,2017-01-01,7,Flat,Careless Whisper,George Michael,,https://i.scdn.co/image/ab67616d0000485164c19b24ce947ffa363f8f96,https://open.spotify.com/track/4jDmJ51x1o9NZB5Nxxc7gY,4jDmJ51x1o9NZB5Nxxc7gY
1007,Viral50,United States,2017-01-01,8,Up,"Mia & Sebastian’s Theme - From ""La La Land"" Soundtrack",Justin Hurwitz,,https://i.scdn.co/image/ab67616d000048514e6fc7f85b20a479b81e2436,https://open.spotify.com/track/1R17cgUv6HeQFa78dzqb7s,1R17cgUv6HeQFa78dzqb7s
1008,Viral50,United States,2017-01-01,9,Down,Another Day Of Sun,La La Land Cast,,https://i.scdn.co/image/c85b166d44288cd40b9563c4b1d4d3aea4f24c43,https://open.spotify.com/track/5kRBzRZmZTXVg8okC7SJFZ,5kRBzRZmZTXVg8okC7SJFZ
1009,Viral50,United States,2017-01-01,10,Flat,Are You Sure? (feat. Ty Dolla $ign),Kris Kross Amsterdam,,https://i.scdn.co/image/ab67616d00004851f329e7d889ae0b2d89403e43,https://open.spotify.com/track/0fH86zQcE2CmATQju6WpXv,0fH86zQcE2CmATQju6WpXv
1010,Viral50,United States,2017-01-01,11,Flat,Panther Like a Panther (Miracle Mix) (feat. Trina),Run The Jewels,,https://i.scdn.co/image/ab67616d000048514bce73abd8d3361c42dfd8d4,https://open.spotify.com/track/0URhioon26PogQkIAHCUK4,0URhioon26PogQkIAHCUK4
1011,Viral50,United States,2017-01-01,12,Flat,Kissing a Fool - Remastered,George Michael,,https://i.scdn.co/image/ab67616d00004851b7a9a6a2bf311630d3fc6956,https://open.spotify.com/track/1sEGwuvScFU2uNzlI7Aepy,1sEGwuvScFU2uNzlI7Aepy
1012,Viral50,United States,2017-01-01,13,Flat,"I'm Still Standing - From ""Sing"" Original Motion Picture Soundtrack",Taron Egerton,,https://i.scdn.co/image/82ce4d848e1b81cba8640d1f2bb0203efd3eef9d,https://open.spotify.com/track/0mb7btREdC3wuIUmuVRgWn,0mb7btREdC3wuIUmuVRgWn
1013,Viral50,United States,2017-01-01,14,Up,Turn Me Down,Pellican Child,,https://i.scdn.co/image/ab67616d00004851534666956b87699b2bcc8d80,https://open.spotify.com/track/7xZlxQGgb0rBOPLJkviPCq,7xZlxQGgb0rBOPLJkviPCq
1014,Viral50,United States,2017-01-01,15,New,I Need My Girl,Gnarly Gibbs,,https://i.scdn.co/image/eb34efd5546d0aad63abd00890d52d93b96389f3,https://open.spotify.com/track/2UwKFhUl5fFw3WrT5H0wNP,2UwKFhUl5fFw3WrT5H0wNP
1015,Viral50,United States,2017-01-01,16,Down,Audition (The Fools Who Dream),Emma Stone,,https://i.scdn.co/image/c85b166d44288cd40b9563c4b1d4d3aea4f24c43,https://open.spotify.com/track/6j0wBBAP3hMe4t1Ymj7GIe,6j0wBBAP3hMe4t1Ymj7GIe
1016,Viral50,United States,2017-01-01,17,Down,Careless Whisper,George Michael,,https://i.scdn.co/image/ab67616d00004851a2fc41b0dd6ce4f0d16a4c46,https://open.spotify.com/track/6KsgCYcZKPcBRDNGhiZWRR,6KsgCYcZKPcBRDNGhiZWRR
1017,Viral50,United States,2017-01-01,18,Down,Fades Away,Gavin Haley,,https://i.scdn.co/image/ab67616d0000485139abd2757ffb8d9b7f1569a5,https://open.spotify.com/track/57L7zXQGph0TADLSkBM7xd,57L7zXQGph0TADLSkBM7xd
1018,Viral50,United States,2017-01-01,19,Up,Pretty,Yevin Francisco,,https://i.scdn.co/image/ab67616d00004851629371c5bf9d4fae16a82450,https://open.spotify.com/track/2M7anGRRnLoyn80itQPfXY,2M7anGRRnLoyn80itQPfXY
1019,Viral50,United States,2017-01-01,20,Down,Lights Out (Too Drunk) [feat. Hayla],DJ Katch,,https://i.scdn.co/image/ab67616d00004851acb2fc89f40f545d7d334b5e,https://open.spotify.com/track/5Oh3cW5gnEEKPsHb1WrVWm,5Oh3cW5gnEEKPsHb1WrVWm
1020,Viral50,United States,2017-01-01,21,Flat,"OH.MY.GOSH - From ""Sing"" Original Motion Picture Soundtrack",Bunnies,,https://i.scdn.co/image/82ce4d848e1b81cba8640d1f2bb0203efd3eef9d,https://open.spotify.com/track/7G2ngpelFIxPCsEodpA8uP,7G2ngpelFIxPCsEodpA8uP
1021,Viral50,United States,2017-01-01,22,Down,I Knew You Were Waiting (For Me),George Michael,,https://i.scdn.co/image/ab67616d000048519ad81d6f54a9943c0d2ddc6f,https://open.spotify.com/track/0f6pHbsLzpWxl5CfhOUjBA,0f6pHbsLzpWxl5CfhOUjBA
1022,Viral50,United States,2017-01-01,23,Up,Last Night In Los Feliz,Niia,,https://i.scdn.co/image/ab67616d00004851ffe40f4a43bb9e4e283657c7,https://open.spotify.com/track/7t6riHq1ZPPi08qgbuXNaY,7t6riHq1ZPPi08qgbuXNaY
1023,Viral50,United States,2017-01-01,24,Up,Shelter,Vandelux,,https://i.scdn.co/image/ab67616d00004851bc29a83309292805acb9c8c5,https://open.spotify.com/track/13XPIlyIbYMInO8aN7AEt8,13XPIlyIbYMInO8aN7AEt8
1024,Viral50,United States,2017-01-01,25,Up,HOT DRUM,JOYRYDE,,https://i.scdn.co/image/ab67616d00004851433690cfb9bff4b97e2ce7fa,https://open.spotify.com/track/0gcPFlSLjkVqz84RcDhyJk,0gcPFlSLjkVqz84RcDhyJk
1025,Viral50,United States,2017-01-01,26,Down,Praying for Time,George Michael,,https://i.scdn.co/image/ab67616d00004851a0063c4e190db470d96d5939,https://open.spotify.com/track/3X94UU9WQAiaw6A2NELO1a,3X94UU9WQAiaw6A2NELO1a
1026,Viral50,United States,2017-01-01,27,Down,Satisfaction,Bay Rays,,https://i.scdn.co/image/ab67616d0000485183b15bc16792ec5ea110dcbc,https://open.spotify.com/track/2a49PgBuO22WcmKaR3qcYJ,2a49PgBuO22WcmKaR3qcYJ
1027,Viral50,United States,2017-01-01,28,Down,Everything She Wants,Wham!,,https://i.scdn.co/image/ab67616d00004851a2fc41b0dd6ce4f0d16a4c46,https://open.spotify.com/track/5hXEcqQhEjfZdbIZLO8mf2,5hXEcqQhEjfZdbIZLO8mf2
1028,Viral50,United States,2017-01-01,29,Up,Stay With Me,CHANYEOL,,https://i.scdn.co/image/ab67616d00004851568c27fd02fc03d0ee39fc04,https://open.spotify.com/track/1HYzRuWjmS9LXCkdVHi25K,1HYzRuWjmS9LXCkdVHi25K
1029,Viral50,United States,2017-01-01,30,Up,"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,,https://i.scdn.co/image/ab67616d00004851c52819227025b9097fd0bf8f,https://open.spotify.com/track/0LtVx5vsq9nfpGsWgjUin6,0LtVx5vsq9nfpGsWgjUin6
1030,Viral50,United States,2017-01-01,31,Up,I Want Your Sex - Pts. 1 & 2 Remastered,George Michael,,https://i.scdn.co/image/ab67616d00004851b7a9a6a2bf311630d3fc6956,https://open.spotify.com/track/6QnFHieoch6U9J8zfv6hml,6QnFHieoch6U9J8zfv6hml
1031,Viral50,United States,2017-01-01,32,Up,Someone In The Crowd,Emma Stone,,https://i.scdn.co/image/c85b166d44288cd40b9563c4b1d4d3aea4f24c43,https://open.spotify.com/track/39ncDMVidHOeQgeC5anYZM,39ncDMVidHOeQgeC5anYZM
1032,Viral50,United States,2017-01-01,33,New,Down (feat. Joi),Run The Jewels,,https://i.scdn.co/image/ab67616d000048514bce73abd8d3361c42dfd8d4,https://open.spotify.com/track/37wue2fDZqVGNccW03p1Sk,37wue2fDZqVGNccW03p1Sk
1033,Viral50,United States,2017-01-01,34,Down,Hey Kids (Bumaye) (feat. Danny Brown),Run The Jewels,,https://i.scdn.co/image/ab67616d000048514bce73abd8d3361c42dfd8d4,https://open.spotify.com/track/2IHy47dWsTh0FEHBMdfd38,2IHy47dWsTh0FEHBMdfd38
1034,Viral50,United States,2017-01-01,35,Down,Legend Has It,Run The Jewels,,https://i.scdn.co/image/ab67616d000048514bce73abd8d3361c42dfd8d4,https://open.spotify.com/track/5O4meQrvNMz9QmjXXiHnqH,5O4meQrvNMz9QmjXXiHnqH
1035,Viral50,United States,2017-01-01,36,Flat,Jesus to a Child,George Michael,,https://i.scdn.co/image/ab67616d00004851721aa94703c1a94c735aacd0,https://open.spotify.com/track/2SzCxX6M6vDwdEwnHDiTaY,2SzCxX6M6vDwdEwnHDiTaY
1036,Viral50,United States,2017-01-01,37,Up,Bell's Harmonic,Alan Gogoll,,https://i.scdn.co/image/ab67616d000048514e0f13df346e93c2d116d53c,https://open.spotify.com/track/1oFdYrLGbd2a0fxCsWTkkV,1oFdYrLGbd2a0fxCsWTkkV
1037,Viral50,United States,2017-01-01,38,Down,Epilogue,Justin Hurwitz,,https://i.scdn.co/image/93ece5e19dfb777ae4c631988fc08ef68e9c95cb,https://open.spotify.com/track/5jdClu7X0U5TgVr2ObewxS,5jdClu7X0U5TgVr2ObewxS
1038,Viral50,United States,2017-01-01,39,Up,Somebody to Love,George Michael,,https://i.scdn.co/image/ab67616d00004851813629baee66b2ec5f90ebee,https://open.spotify.com/track/1kn8Jj0i9IwyO3yDgDyUSR,1kn8Jj0i9IwyO3yDgDyUSR
1039,Viral50,United States,2017-01-01,40,Up,Living Single,Big Sean,,https://i.scdn.co/image/b4f54e6705a4623643b3232e7043e6cc8ec98caa,https://open.spotify.com/track/36xxq7VDZZsGwARsn6Clo7,36xxq7VDZZsGwARsn6Clo7
1040,Viral50,United States,2017-01-01,41,Down,A Report to the Shareholders / Kill Your Masters,Run The Jewels,,https://i.scdn.co/image/ab67616d000048514bce73abd8d3361c42dfd8d4,https://open.spotify.com/track/7IJnMskjLdZcA1pLcjZ8Ht,7IJnMskjLdZcA1pLcjZ8Ht
1041,Viral50,United States,2017-01-01,42,Up,Equal Powers,Violents,,https://i.scdn.co/image/ab67616d00004851adbd3d92cae8bdaea4b097eb,https://open.spotify.com/track/63ligF3uwteTFejkzrhx8F,63ligF3uwteTFejkzrhx8F
1042,Viral50,United States,2017-01-01,43,Up,Don't Let The Sun Go Down On Me,Elton John,,https://i.scdn.co/image/ab67616d000048519e0666c9aaeb23723fc432e2,https://open.spotify.com/track/6YFbJW9ieQHClBf9nFnAd2,6YFbJW9ieQHClBf9nFnAd2
1043,Viral50,United States,2017-01-01,44,Up,It's Gotta Be You,Isaiah,,https://i.scdn.co/image/ab67616d00004851d43b5e86edff2089b91357e6,https://open.spotify.com/track/6cAKeFFYW2aClZSUyvqAEW,6cAKeFFYW2aClZSUyvqAEW
1044,Viral50,United States,2017-01-01,45,Up,Nuclear Fusion,King Gizzard & The Lizard Wizard,,https://i.scdn.co/image/ab67616d0000485141e5ee9d5f2220a897032935,https://open.spotify.com/track/3Qk6YR0ZsjM0judvuDEbnl,3Qk6YR0ZsjM0judvuDEbnl
1045,Viral50,United States,2017-01-01,46,Flat,I Can't Make You Love Me,George Michael,,https://i.scdn.co/image/ab67616d0000485164c19b24ce947ffa363f8f96,https://open.spotify.com/track/2w4a4ur2uRf530cbzyTlWo,2w4a4ur2uRf530cbzyTlWo
1046,Viral50,United States,2017-01-01,47,New,Princess Leia's Theme,John Williams,,https://i.scdn.co/image/ab67616d0000485144d5ef063da6fc06df7b1bc1,https://open.spotify.com/track/1hQ90DXmLxPMYpIh3o0bLM,1hQ90DXmLxPMYpIh3o0bLM
1047,Viral50,United States,2017-01-01,48,Flat,"Fastlove, Pt. 1",George Michael,,https://i.scdn.co/image/ab67616d00004851721aa94703c1a94c735aacd0,https://open.spotify.com/track/6SaeXxdt0Id6ZzmX0ZGTQK,6SaeXxdt0Id6ZzmX0ZGTQK
1048,Viral50,United States,2017-01-01,49,Up,"The Way I Feel Inside - From ""Sing"" Original Motion Picture Soundtrack",Taron Egerton,,https://i.scdn.co/image/82ce4d848e1b81cba8640d1f2bb0203efd3eef9d,https://open.spotify.com/track/7FLpaXPZHwXkhgH2gK1VWb,7FLpaXPZHwXkhgH2gK1VWb
1049,Viral50,United States,2017-01-01,50,Down,Mi Destino,TÂCHES,,https://i.scdn.co/image/ab67616d00004851c46b9d24f8ea4b8800458bf8,https://open.spotify.com/track/0dwWybxgnVS9hSUtCQvOcd,0dwWybxgnVS9hSUtCQvOcd
1050,Viral50,United States,2017-01-02,1,Flat,Fill Me In - AFTR:HRS Mixcut,Loud Luxury,,https://i.scdn.co/image/ab67616d00004851a99503981840bbca16e98459,https://open.spotify.com/track/1Th5b8AsauED9F7pGv8Yxi,1Th5b8AsauED9F7pGv8Yxi
1051,Viral50,United States,2017-01-02,2,Up,You,Manwolves,,https://i.scdn.co/image/ab67616d00004851db49e46f0509c720d144b0d8,https://open.spotify.com/track/6F7CjVIrwk7PddQUsoPmoo,6F7CjVIrwk7PddQUsoPmoo
1052,Viral50,United States,2017-01-02,3,Up,"Mia & Sebastian’s Theme - From ""La La Land"" Soundtrack",Justin Hurwitz,,https://i.scdn.co/image/ab67616d000048514e6fc7f85b20a479b81e2436,https://open.spotify.com/track/1R17cgUv6HeQFa78dzqb7s,1R17cgUv6HeQFa78dzqb7s
1053,Viral50,United States,2017-01-02,4,Up,Another Day Of Sun,La La Land Cast,,https://i.scdn.co/image/c85b166d44288cd40b9563c4b1d4d3aea4f24c43,https://open.spotify.com/track/5kRBzRZmZTXVg8okC7SJFZ,5kRBzRZmZTXVg8okC7SJFZ
1054,Viral50,United States,2017-01-02,5,Up,Panther Like a Panther (Miracle Mix) (feat. Trina),Run The Jewels,,https://i.scdn.co/image/ab67616d000048514bce73abd8d3361c42dfd8d4,https://open.spotify.com/track/0URhioon26PogQkIAHCUK4,0URhioon26PogQkIAHCUK4
1055,Viral50,United States,2017-01-02,6,Down,Freedom! '90,George Michael,,https://i.scdn.co/image/ab67616d00004851a0063c4e190db470d96d5939,https://open.spotify.com/track/1D6nV9TPfMnWm7UdVsDVfI,1D6nV9TPfMnWm7UdVsDVfI
1056,Viral50,United States,2017-01-02,7,Up,Down (feat. Joi),Run The Jewels,,https://i.scdn.co/image/ab67616d000048514bce73abd8d3361c42dfd8d4,https://open.spotify.com/track/37wue2fDZqVGNccW03p1Sk,37wue2fDZqVGNccW03p1Sk
1057,Viral50,United States,2017-01-02,8,Up,Last Night In Los Feliz,Niia,,https://i.scdn.co/image/ab67616d00004851ffe40f4a43bb9e4e283657c7,https://open.spotify.com/track/7t6riHq1ZPPi08qgbuXNaY,7t6riHq1ZPPi08qgbuXNaY
1058,Viral50,United States,2017-01-02,9,Up,I Need My Girl,Gnarly Gibbs,,https://i.scdn.co/image/eb34efd5546d0aad63abd00890d52d93b96389f3,https://open.spotify.com/track/2UwKFhUl5fFw3WrT5H0wNP,2UwKFhUl5fFw3WrT5H0wNP
1059,Viral50,United States,2017-01-02,10,Up,Audition (The Fools Who Dream),Emma Stone,,https://i.scdn.co/image/c85b166d44288cd40b9563c4b1d4d3aea4f24c43,https://open.spotify.com/track/6j0wBBAP3hMe4t1Ymj7GIe,6j0wBBAP3hMe4t1Ymj7GIe
1060,Viral50,United States,2017-01-02,11,Down,Are You Sure? (feat. Ty Dolla $ign),Kris Kross Amsterdam,,https://i.scdn.co/image/ab67616d00004851f329e7d889ae0b2d89403e43,https://open.spotify.com/track/0fH86zQcE2CmATQju6WpXv,0fH86zQcE2CmATQju6WpXv
1061,Viral50,United States,2017-01-02,12,Up,Turn Me Down,Pellican Child,,https://i.scdn.co/image/ab67616d00004851534666956b87699b2bcc8d80,https://open.spotify.com/track/7xZlxQGgb0rBOPLJkviPCq,7xZlxQGgb0rBOPLJkviPCq
1062,Viral50,United States,2017-01-02,13,Up,Shelter,Vandelux,,https://i.scdn.co/image/ab67616d00004851bc29a83309292805acb9c8c5,https://open.spotify.com/track/13XPIlyIbYMInO8aN7AEt8,13XPIlyIbYMInO8aN7AEt8
1063,Viral50,United States,2017-01-02,14,Down,"I'm Still Standing - From ""Sing"" Original Motion Picture Soundtrack",Taron Egerton,,https://i.scdn.co/image/82ce4d848e1b81cba8640d1f2bb0203efd3eef9d,https://open.spotify.com/track/0mb7btREdC3wuIUmuVRgWn,0mb7btREdC3wuIUmuVRgWn
1064,Viral50,United States,2017-01-02,15,Up,A Report to the Shareholders / Kill Your Masters,Run The Jewels,,https://i.scdn.co/image/ab67616d000048514bce73abd8d3361c42dfd8d4,https://open.spotify.com/track/7IJnMskjLdZcA1pLcjZ8Ht,7IJnMskjLdZcA1pLcjZ8Ht
1065,Viral50,United States,2017-01-02,16,Up,Hey Kids (Bumaye) (feat. Danny Brown),Run The Jewels,,https://i.scdn.co/image/ab67616d000048514bce73abd8d3361c42dfd8d4,https://open.spotify.com/track/2IHy47dWsTh0FEHBMdfd38,2IHy47dWsTh0FEHBMdfd38
1066,Viral50,United States,2017-01-02,17,Down,One More Try - Remastered,George Michael,,https://i.scdn.co/image/ab67616d00004851b7a9a6a2bf311630d3fc6956,https://open.spotify.com/track/5932kbyNt445gDTT2chRUS,5932kbyNt445gDTT2chRUS
1067,Viral50,United States,2017-01-02,18,Up,Someone In The Crowd,Emma Stone,,https://i.scdn.co/image/c85b166d44288cd40b9563c4b1d4d3aea4f24c43,https://open.spotify.com/track/39ncDMVidHOeQgeC5anYZM,39ncDMVidHOeQgeC5anYZM
1068,Viral50,United States,2017-01-02,19,Up,Stay With Me,CHANYEOL,,https://i.scdn.co/image/ab67616d00004851568c27fd02fc03d0ee39fc04,https://open.spotify.com/track/1HYzRuWjmS9LXCkdVHi25K,1HYzRuWjmS9LXCkdVHi25K
1069,Viral50,United States,2017-01-02,20,Up,Equal Powers,Violents,,https://i.scdn.co/image/ab67616d00004851adbd3d92cae8bdaea4b097eb,https://open.spotify.com/track/63ligF3uwteTFejkzrhx8F,63ligF3uwteTFejkzrhx8F
1070,Viral50,United States,2017-01-02,21,Flat,"OH.MY.GOSH - From ""Sing"" Original Motion Picture Soundtrack",Bunnies,,https://i.scdn.co/image/82ce4d848e1b81cba8640d1f2bb0203efd3eef9d,https://open.spotify.com/track/7G2ngpelFIxPCsEodpA8uP,7G2ngpelFIxPCsEodpA8uP
1071,Viral50,United States,2017-01-02,22,Up,Princess Leia's Theme,John Williams,,https://i.scdn.co/image/ab67616d0000485144d5ef063da6fc06df7b1bc1,https://open.spotify.com/track/1hQ90DXmLxPMYpIh3o0bLM,1hQ90DXmLxPMYpIh3o0bLM
1072,Viral50,United States,2017-01-02,23,Down,Father Figure - Remastered,George Michael,,https://i.scdn.co/image/ab67616d00004851b7a9a6a2bf311630d3fc6956,https://open.spotify.com/track/0L0T4tMAaGqLgIVj1MOj9t,0L0T4tMAaGqLgIVj1MOj9t
1073,Viral50,United States,2017-01-02,24,Down,Faith - Remastered,George Michael,,https://i.scdn.co/image/ab67616d00004851b7a9a6a2bf311630d3fc6956,https://open.spotify.com/track/0HEmnAUT8PHznIAAmVXqFJ,0HEmnAUT8PHznIAAmVXqFJ
1074,Viral50,United States,2017-01-02,25,New,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,,https://i.scdn.co/image/ab67616d000048512ae921f082ae5db4d3da818f,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,3NdDpSvN911VPGivFlV5d0
1075,Viral50,United States,2017-01-02,26,Down,Careless Whisper,George Michael,,https://i.scdn.co/image/ab67616d0000485164c19b24ce947ffa363f8f96,https://open.spotify.com/track/4jDmJ51x1o9NZB5Nxxc7gY,4jDmJ51x1o9NZB5Nxxc7gY
1076,Viral50,United States,2017-01-02,27,New,Bad and Boujee (feat. Lil Uzi Vert),Migos,,https://i.scdn.co/image/ab67616d000048516e84a12b7d5d1dc89fa0c549,https://open.spotify.com/track/1FvU97lrWOG2NRxErh6OZz,1FvU97lrWOG2NRxErh6OZz
1077,Viral50,United States,2017-01-02,28,Down,Fades Away,Gavin Haley,,https://i.scdn.co/image/ab67616d0000485139abd2757ffb8d9b7f1569a5,https://open.spotify.com/track/57L7zXQGph0TADLSkBM7xd,57L7zXQGph0TADLSkBM7xd
1078,Viral50,United States,2017-01-02,29,Up,Living Single,Big Sean,,https://i.scdn.co/image/b4f54e6705a4623643b3232e7043e6cc8ec98caa,https://open.spotify.com/track/36xxq7VDZZsGwARsn6Clo7,36xxq7VDZZsGwARsn6Clo7
1079,Viral50,United States,2017-01-02,30,Down,Lights Out (Too Drunk) [feat. Hayla],DJ Katch,,https://i.scdn.co/image/ab67616d00004851acb2fc89f40f545d7d334b5e,https://open.spotify.com/track/5Oh3cW5gnEEKPsHb1WrVWm,5Oh3cW5gnEEKPsHb1WrVWm
1080,Viral50,United States,2017-01-02,31,Up,Bell's Harmonic,Alan Gogoll,,https://i.scdn.co/image/ab67616d000048514e0f13df346e93c2d116d53c,https://open.spotify.com/track/1oFdYrLGbd2a0fxCsWTkkV,1oFdYrLGbd2a0fxCsWTkkV
1081,Viral50,United States,2017-01-02,32,Down,"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,,https://i.scdn.co/image/ab67616d00004851c52819227025b9097fd0bf8f,https://open.spotify.com/track/0LtVx5vsq9nfpGsWgjUin6,0LtVx5vsq9nfpGsWgjUin6
1082,Viral50,United States,2017-01-02,33,Up,Epilogue,Justin Hurwitz,,https://i.scdn.co/image/93ece5e19dfb777ae4c631988fc08ef68e9c95cb,https://open.spotify.com/track/5jdClu7X0U5TgVr2ObewxS,5jdClu7X0U5TgVr2ObewxS
1083,Viral50,United States,2017-01-02,34,Up,It's Gotta Be You,Isaiah,,https://i.scdn.co/image/ab67616d00004851d43b5e86edff2089b91357e6,https://open.spotify.com/track/6cAKeFFYW2aClZSUyvqAEW,6cAKeFFYW2aClZSUyvqAEW
1084,Viral50,United States,2017-01-02,35,Down,HOT DRUM,JOYRYDE,,https://i.scdn.co/image/ab67616d00004851433690cfb9bff4b97e2ce7fa,https://open.spotify.com/track/0gcPFlSLjkVqz84RcDhyJk,0gcPFlSLjkVqz84RcDhyJk
1085,Viral50,United States,2017-01-02,36,Up,"The Way I Feel Inside - From ""Sing"" Original Motion Picture Soundtrack",Taron Egerton,,https://i.scdn.co/image/82ce4d848e1b81cba8640d1f2bb0203efd3eef9d,https://open.spotify.com/track/7FLpaXPZHwXkhgH2gK1VWb,7FLpaXPZHwXkhgH2gK1VWb
1086,Viral50,United States,2017-01-02,37,Down,Legend Has It,Run The Jewels,,https://i.scdn.co/image/ab67616d000048514bce73abd8d3361c42dfd8d4,https://open.spotify.com/track/5O4meQrvNMz9QmjXXiHnqH,5O4meQrvNMz9QmjXXiHnqH
1087,Viral50,United States,2017-01-02,38,New,iSpy,KYLE,,https://i.scdn.co/image/ab67616d00004851a58f5723dbf6236b43512f64,https://open.spotify.com/track/0WjYgf4qH3B0v0HmW61doL,0WjYgf4qH3B0v0HmW61doL
1088,Viral50,United States,2017-01-02,39,Down,Pretty,Yevin Francisco,,https://i.scdn.co/image/ab67616d00004851629371c5bf9d4fae16a82450,https://open.spotify.com/track/2M7anGRRnLoyn80itQPfXY,2M7anGRRnLoyn80itQPfXY
1089,Viral50,United States,2017-01-02,40,New,"Set It All Free - From ""Sing"" Original Motion Picture Soundtrack",Scarlett Johansson,,https://i.scdn.co/image/ab67616d00004851474beed3a7ba87e486bc6276,https://open.spotify.com/track/5qpddGBjns63fNDYWOxSjs,5qpddGBjns63fNDYWOxSjs
1090,Viral50,United States,2017-01-02,41,Down,Satisfaction,Bay Rays,,https://i.scdn.co/image/ab67616d0000485183b15bc16792ec5ea110dcbc,https://open.spotify.com/track/2a49PgBuO22WcmKaR3qcYJ,2a49PgBuO22WcmKaR3qcYJ
1091,Viral50,United States,2017-01-02,42,New,I Hate Myself For Loving You,Halestorm,,https://i.scdn.co/image/ab67616d00004851cde5d4bf9dcc302c288f17a2,https://open.spotify.com/track/1xuEwBaIhnpxaFYMEQTKX9,1xuEwBaIhnpxaFYMEQTKX9
1092,Viral50,United States,2017-01-02,43,Up,Nuclear Fusion,King Gizzard & The Lizard Wizard,,https://i.scdn.co/image/ab67616d0000485141e5ee9d5f2220a897032935,https://open.spotify.com/track/3Qk6YR0ZsjM0judvuDEbnl,3Qk6YR0ZsjM0judvuDEbnl
1093,Viral50,United States,2017-01-02,44,New,Throw Myself A Party,Cashmere Cat,,https://i.scdn.co/image/ab67616d00004851a2af68b34b09e8c3885da3d7,https://open.spotify.com/track/1bZrM1CNYl6e3yU5wXl6v3,1bZrM1CNYl6e3yU5wXl6v3
1094,Viral50,United States,2017-01-02,45,Down,Kissing a Fool - Remastered,George Michael,,https://i.scdn.co/image/ab67616d00004851b7a9a6a2bf311630d3fc6956,https://open.spotify.com/track/1sEGwuvScFU2uNzlI7Aepy,1sEGwuvScFU2uNzlI7Aepy
1095,Viral50,United States,2017-01-02,46,New,Lady (feat. Pitbull),Austin Mahone,,https://i.scdn.co/image/ab67616d0000485161a6ed6445795b547dc3e98f,https://open.spotify.com/track/48nmKZkd67ATPI8ROOJhkK,48nmKZkd67ATPI8ROOJhkK
1096,Viral50,United States,2017-01-02,47,Down,Somebody to Love,George Michael,,https://i.scdn.co/image/ab67616d00004851813629baee66b2ec5f90ebee,https://open.spotify.com/track/1kn8Jj0i9IwyO3yDgDyUSR,1kn8Jj0i9IwyO3yDgDyUSR
1097,Viral50,United States,2017-01-02,48,New,Moves,Big Sean,,https://i.scdn.co/image/ab67616d0000485119e840c7723389dfd347000c,https://open.spotify.com/track/6Kd4EPrY9A4WBUFy5JaqEc,6Kd4EPrY9A4WBUFy5JaqEc
1098,Viral50,United States,2017-01-02,49,New,Talk to Me,Run The Jewels,,https://i.scdn.co/image/ab67616d000048514bce73abd8d3361c42dfd8d4,https://open.spotify.com/track/0QCymIumn4YPTlKOuvDsS1,0QCymIumn4YPTlKOuvDsS1
1099,Viral50,United States,2017-01-02,50,Down,Careless Whisper,George Michael,,https://i.scdn.co/image/ab67616d00004851a2fc41b0dd6ce4f0d16a4c46,https://open.spotify.com/track/6KsgCYcZKPcBRDNGhiZWRR,6KsgCYcZKPcBRDNGhiZWRR
