,Audio Features Obj,Internal Track ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
68,"{'danceability': 0.65, 'energy': 0.429, 'key': 2, 'loudness': -13.071, 'mode': 1, 'speechiness': 0.192, 'acousticness': 0.0386, 'instrumentalness': 0, 'liveness': 0.139, 'valence': 0.333, 'tempo': 141.855, 'type': 'audio_features', 'id': '4IvenHmD0spfFDOKphoUDp', 'uri': 'spotify:track:4IvenHmD0spfFDOKphoUDp', 'track_href': 'https://api.spotify.com/v1/tracks/4IvenHmD0spfFDOKphoUDp', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4IvenHmD0spfFDOKphoUDp', 'duration_ms': 289560, 'time_signature': 4}",4IvenHmD0spfFDOKphoUDp,0.65,0.429,2,-13.071,1,0.192,0.0386,0.0,0.139,0.333,141.855,289560,4
69,"{'danceability': 0.5, 'energy': 0.419, 'key': 10, 'loudness': -7.349, 'mode': 0, 'speechiness': 0.39, 'acousticness': 0.4, 'instrumentalness': 0, 'liveness': 0.36, 'valence': 0.313, 'tempo': 91.963, 'type': 'audio_features', 'id': '40IiSjljbAhrSbdJ3HxSfH', 'uri': 'spotify:track:40IiSjljbAhrSbdJ3HxSfH', 'track_href': 'https://api.spotify.com/v1/tracks/40IiSjljbAhrSbdJ3HxSfH', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/40IiSjljbAhrSbdJ3HxSfH', 'duration_ms': 309560, 'time_signature': 4}",40IiSjljbAhrSbdJ3HxSfH,0.5,0.419,10,-7.349,0,0.39,0.4,0.0,0.36,0.313,91.963,309560,4
70,"{'danceability': 0.461, 'energy': 0.449, 'key': 0, 'loudness': -10.998, 'mode': 1, 'speechiness': 0.442, 'acousticness': 0.428, 'instrumentalness': 8.29e-06, 'liveness': 0.115, 'valence': 0.104, 'tempo': 86.505, 'type': 'audio_features', 'id': '7ijJ5crvsnCvCLJbHpyq3j', 'uri': 'spotify:track:7ijJ5crvsnCvCLJbHpyq3j', 'track_href': 'https://api.spotify.com/v1/tracks/7ijJ5crvsnCvCLJbHpyq3j', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7ijJ5crvsnCvCLJbHpyq3j', 'duration_ms': 219960, 'time_signature': 4}",7ijJ5crvsnCvCLJbHpyq3j,0.461,0.449,0,-10.998,1,0.442,0.428,8.29e-06,0.115,0.104,86.505,219960,4
71,"{'danceability': 0.792, 'energy': 0.625, 'key': 1, 'loudness': -5.609, 'mode': 1, 'speechiness': 0.0536, 'acousticness': 0.00776, 'instrumentalness': 0.00188, 'liveness': 0.329, 'valence': 0.37, 'tempo': 103.967, 'type': 'audio_features', 'id': '1zi7xx7UVEFkmKfv06H8x0', 'uri': 'spotify:track:1zi7xx7UVEFkmKfv06H8x0', 'track_href': 'https://api.spotify.com/v1/tracks/1zi7xx7UVEFkmKfv06H8x0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1zi7xx7UVEFkmKfv06H8x0', 'duration_ms': 173987, 'time_signature': 4}",1zi7xx7UVEFkmKfv06H8x0,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.00188,0.329,0.37,103.967,173987,4
72,"{'danceability': 0.835, 'energy': 0.626, 'key': 1, 'loudness': -5.833, 'mode': 1, 'speechiness': 0.125, 'acousticness': 0.0589, 'instrumentalness': 6e-05, 'liveness': 0.396, 'valence': 0.35, 'tempo': 91.03, 'type': 'audio_features', 'id': '2G7V7zsVDxg1yRsu7Ew9RJ', 'uri': 'spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ', 'track_href': 'https://api.spotify.com/v1/tracks/2G7V7zsVDxg1yRsu7Ew9RJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2G7V7zsVDxg1yRsu7Ew9RJ', 'duration_ms': 217925, 'time_signature': 4}",2G7V7zsVDxg1yRsu7Ew9RJ,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,217925,4
73,"{'danceability': 0.912, 'energy': 0.412, 'key': 7, 'loudness': -8.074, 'mode': 1, 'speechiness': 0.124, 'acousticness': 0.0164, 'instrumentalness': 0.013, 'liveness': 0.104, 'valence': 0.422, 'tempo': 154.983, 'type': 'audio_features', 'id': '0TlLq3lA83rQOYtrqBqSct', 'uri': 'spotify:track:0TlLq3lA83rQOYtrqBqSct', 'track_href': 'https://api.spotify.com/v1/tracks/0TlLq3lA83rQOYtrqBqSct', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0TlLq3lA83rQOYtrqBqSct', 'duration_ms': 238614, 'time_signature': 4}",0TlLq3lA83rQOYtrqBqSct,0.912,0.412,7,-8.074,1,0.124,0.0164,0.013,0.104,0.422,154.983,238614,4
74,"{'danceability': 0.586, 'energy': 0.909, 'key': 8, 'loudness': -6.474, 'mode': 1, 'speechiness': 0.0705, 'acousticness': 0.0891, 'instrumentalness': 0.000109, 'liveness': 0.119, 'valence': 0.757, 'tempo': 93.394, 'type': 'audio_features', 'id': '3CA9pLiwRIGtUBiMjbZmRw', 'uri': 'spotify:track:3CA9pLiwRIGtUBiMjbZmRw', 'track_href': 'https://api.spotify.com/v1/tracks/3CA9pLiwRIGtUBiMjbZmRw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3CA9pLiwRIGtUBiMjbZmRw', 'duration_ms': 210747, 'time_signature': 4}",3CA9pLiwRIGtUBiMjbZmRw,0.586,0.909,8,-6.474,1,0.0705,0.0891,0.000109,0.119,0.757,93.394,210747,4
75,"{'danceability': 0.826, 'energy': 0.318, 'key': 10, 'loudness': -12.391, 'mode': 1, 'speechiness': 0.0574, 'acousticness': 0.493, 'instrumentalness': 0.0131, 'liveness': 0.11, 'valence': 0.138, 'tempo': 103.002, 'type': 'audio_features', 'id': '6G8kHiVZ1jW7vHMPVRNZU0', 'uri': 'spotify:track:6G8kHiVZ1jW7vHMPVRNZU0', 'track_href': 'https://api.spotify.com/v1/tracks/6G8kHiVZ1jW7vHMPVRNZU0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6G8kHiVZ1jW7vHMPVRNZU0', 'duration_ms': 245787, 'time_signature': 4}",6G8kHiVZ1jW7vHMPVRNZU0,0.826,0.318,10,-12.391,1,0.0574,0.493,0.0131,0.11,0.138,103.002,245787,4
76,"{'danceability': 0.754, 'energy': 0.449, 'key': 7, 'loudness': -9.211, 'mode': 1, 'speechiness': 0.109, 'acousticness': 0.0332, 'instrumentalness': 8.29e-05, 'liveness': 0.552, 'valence': 0.357, 'tempo': 77.169, 'type': 'audio_features', 'id': '6DCZcSspjsKoFjzjrWoCdn', 'uri': 'spotify:track:6DCZcSspjsKoFjzjrWoCdn', 'track_href': 'https://api.spotify.com/v1/tracks/6DCZcSspjsKoFjzjrWoCdn', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6DCZcSspjsKoFjzjrWoCdn', 'duration_ms': 198973, 'time_signature': 4}",6DCZcSspjsKoFjzjrWoCdn,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973,4
77,"{'danceability': 0.899, 'energy': 0.586, 'key': 11, 'loudness': -7.866, 'mode': 0, 'speechiness': 0.344, 'acousticness': 0.279, 'instrumentalness': 0, 'liveness': 0.0836, 'valence': 0.492, 'tempo': 150.001, 'type': 'audio_features', 'id': '3qN5qMTKyEEmiTZD38BNTT', 'uri': 'spotify:track:3qN5qMTKyEEmiTZD38BNTT', 'track_href': 'https://api.spotify.com/v1/tracks/3qN5qMTKyEEmiTZD38BNTT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3qN5qMTKyEEmiTZD38BNTT', 'duration_ms': 214467, 'time_signature': 4}",3qN5qMTKyEEmiTZD38BNTT,0.899,0.586,11,-7.866,0,0.344,0.279,0.0,0.0836,0.492,150.001,214467,4
78,"{'danceability': 0.755, 'energy': 0.575, 'key': 4, 'loudness': -8.393, 'mode': 0, 'speechiness': 0.0678, 'acousticness': 0.0456, 'instrumentalness': 0.00124, 'liveness': 0.276, 'valence': 0.49, 'tempo': 85.987, 'type': 'audio_features', 'id': '7rC5Pl8rQSX4myONQHYPBK', 'uri': 'spotify:track:7rC5Pl8rQSX4myONQHYPBK', 'track_href': 'https://api.spotify.com/v1/tracks/7rC5Pl8rQSX4myONQHYPBK', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7rC5Pl8rQSX4myONQHYPBK', 'duration_ms': 205147, 'time_signature': 4}",7rC5Pl8rQSX4myONQHYPBK,0.755,0.575,4,-8.393,0,0.0678,0.0456,0.00124,0.276,0.49,85.987,205147,4
79,"{'danceability': 0.413, 'energy': 0.677, 'key': 1, 'loudness': -5.12, 'mode': 1, 'speechiness': 0.255, 'acousticness': 0.0249, 'instrumentalness': 0, 'liveness': 0.0793, 'valence': 0.0845, 'tempo': 172.501, 'type': 'audio_features', 'id': '5Psnhdkyanjpgc2P8A5TSM', 'uri': 'spotify:track:5Psnhdkyanjpgc2P8A5TSM', 'track_href': 'https://api.spotify.com/v1/tracks/5Psnhdkyanjpgc2P8A5TSM', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5Psnhdkyanjpgc2P8A5TSM', 'duration_ms': 302173, 'time_signature': 4}",5Psnhdkyanjpgc2P8A5TSM,0.413,0.677,1,-5.12,1,0.255,0.0249,0.0,0.0793,0.0845,172.501,302173,4
80,"{'danceability': 0.761, 'energy': 0.598, 'key': 10, 'loudness': -7.249, 'mode': 0, 'speechiness': 0.182, 'acousticness': 0.128, 'instrumentalness': 0, 'liveness': 0.0839, 'valence': 0.447, 'tempo': 173.897, 'type': 'audio_features', 'id': '1dUHF4RyMmMTveJ0Rby6Xm', 'uri': 'spotify:track:1dUHF4RyMmMTveJ0Rby6Xm', 'track_href': 'https://api.spotify.com/v1/tracks/1dUHF4RyMmMTveJ0Rby6Xm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1dUHF4RyMmMTveJ0Rby6Xm', 'duration_ms': 163974, 'time_signature': 4}",1dUHF4RyMmMTveJ0Rby6Xm,0.761,0.598,10,-7.249,0,0.182,0.128,0.0,0.0839,0.447,173.897,163974,4
81,"{'danceability': 0.758, 'energy': 0.474, 'key': 1, 'loudness': -8.72, 'mode': 1, 'speechiness': 0.146, 'acousticness': 0.015, 'instrumentalness': 0, 'liveness': 0.116, 'valence': 0.0541, 'tempo': 76.062, 'type': 'audio_features', 'id': '3szf2z1Cy1QMrtHrbn8rz9', 'uri': 'spotify:track:3szf2z1Cy1QMrtHrbn8rz9', 'track_href': 'https://api.spotify.com/v1/tracks/3szf2z1Cy1QMrtHrbn8rz9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3szf2z1Cy1QMrtHrbn8rz9', 'duration_ms': 184960, 'time_signature': 4}",3szf2z1Cy1QMrtHrbn8rz9,0.758,0.474,1,-8.72,1,0.146,0.015,0.0,0.116,0.0541,76.062,184960,4
82,"{'danceability': 0.888, 'energy': 0.372, 'key': 7, 'loudness': -10.254, 'mode': 0, 'speechiness': 0.358, 'acousticness': 0.013, 'instrumentalness': 0, 'liveness': 0.184, 'valence': 0.123, 'tempo': 133.998, 'type': 'audio_features', 'id': '4n1bdaKwynQndm47x5HqWX', 'uri': 'spotify:track:4n1bdaKwynQndm47x5HqWX', 'track_href': 'https://api.spotify.com/v1/tracks/4n1bdaKwynQndm47x5HqWX', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4n1bdaKwynQndm47x5HqWX', 'duration_ms': 162800, 'time_signature': 4}",4n1bdaKwynQndm47x5HqWX,0.888,0.372,7,-10.254,0,0.358,0.013,0.0,0.184,0.123,133.998,162800,4
83,"{'danceability': 0.775, 'energy': 0.482, 'key': 1, 'loudness': -11.269, 'mode': 1, 'speechiness': 0.0357, 'acousticness': 0.477, 'instrumentalness': 0.0456, 'liveness': 0.11, 'valence': 0.134, 'tempo': 136.016, 'type': 'audio_features', 'id': '4HG1YiGBseVKzjyKcmAJen', 'uri': 'spotify:track:4HG1YiGBseVKzjyKcmAJen', 'track_href': 'https://api.spotify.com/v1/tracks/4HG1YiGBseVKzjyKcmAJen', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4HG1YiGBseVKzjyKcmAJen', 'duration_ms': 247893, 'time_signature': 4}",4HG1YiGBseVKzjyKcmAJen,0.775,0.482,1,-11.269,1,0.0357,0.477,0.0456,0.11,0.134,136.016,247893,4
84,"{'danceability': 0.529, 'energy': 0.69, 'key': 2, 'loudness': -7.87, 'mode': 1, 'speechiness': 0.74, 'acousticness': 0.161, 'instrumentalness': 0, 'liveness': 0.498, 'valence': 0.311, 'tempo': 170.54, 'type': 'audio_features', 'id': '0zqy3ss4CwD6u4QPksS0nI', 'uri': 'spotify:track:0zqy3ss4CwD6u4QPksS0nI', 'track_href': 'https://api.spotify.com/v1/tracks/0zqy3ss4CwD6u4QPksS0nI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0zqy3ss4CwD6u4QPksS0nI', 'duration_ms': 195720, 'time_signature': 4}",0zqy3ss4CwD6u4QPksS0nI,0.529,0.69,2,-7.87,1,0.74,0.161,0.0,0.498,0.311,170.54,195720,4
85,"{'danceability': 0.607, 'energy': 0.596, 'key': 9, 'loudness': -9.09, 'mode': 0, 'speechiness': 0.358, 'acousticness': 0.133, 'instrumentalness': 0, 'liveness': 0.123, 'valence': 0.149, 'tempo': 77.324, 'type': 'audio_features', 'id': '2yg9UN4eo5eMVJ7OB4RWj3', 'uri': 'spotify:track:2yg9UN4eo5eMVJ7OB4RWj3', 'track_href': 'https://api.spotify.com/v1/tracks/2yg9UN4eo5eMVJ7OB4RWj3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2yg9UN4eo5eMVJ7OB4RWj3', 'duration_ms': 136187, 'time_signature': 4}",2yg9UN4eo5eMVJ7OB4RWj3,0.607,0.596,9,-9.09,0,0.358,0.133,0.0,0.123,0.149,77.324,136187,4
86,"{'danceability': 0.758, 'energy': 0.49, 'key': 11, 'loudness': -9.877, 'mode': 1, 'speechiness': 0.139, 'acousticness': 0.00359, 'instrumentalness': 6.61e-06, 'liveness': 0.292, 'valence': 0.335, 'tempo': 140.116, 'type': 'audio_features', 'id': '4ksuI04WMvUnJbHQjgs3L5', 'uri': 'spotify:track:4ksuI04WMvUnJbHQjgs3L5', 'track_href': 'https://api.spotify.com/v1/tracks/4ksuI04WMvUnJbHQjgs3L5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4ksuI04WMvUnJbHQjgs3L5', 'duration_ms': 223240, 'time_signature': 4}",4ksuI04WMvUnJbHQjgs3L5,0.758,0.49,11,-9.877,1,0.139,0.00359,6.61e-06,0.292,0.335,140.116,223240,4
87,"{'danceability': 0.686, 'energy': 0.428, 'key': 2, 'loudness': -13.072, 'mode': 1, 'speechiness': 0.192, 'acousticness': 0.0414, 'instrumentalness': 0, 'liveness': 0.138, 'valence': 0.329, 'tempo': 141.95, 'type': 'audio_features', 'id': '3mvYQKm8h6M5K5h0nVPY9S', 'uri': 'spotify:track:3mvYQKm8h6M5K5h0nVPY9S', 'track_href': 'https://api.spotify.com/v1/tracks/3mvYQKm8h6M5K5h0nVPY9S', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3mvYQKm8h6M5K5h0nVPY9S', 'duration_ms': 289560, 'time_signature': 4}",3mvYQKm8h6M5K5h0nVPY9S,0.686,0.428,2,-13.072,1,0.192,0.0414,0.0,0.138,0.329,141.95,289560,4
88,"{'danceability': 0.85, 'energy': 0.473, 'key': 10, 'loudness': -5.747, 'mode': 0, 'speechiness': 0.209, 'acousticness': 0.117, 'instrumentalness': 0.0105, 'liveness': 0.108, 'valence': 0.38, 'tempo': 85.454, 'type': 'audio_features', 'id': '41a7dZcq30Ss5kPMayWRV0', 'uri': 'spotify:track:41a7dZcq30Ss5kPMayWRV0', 'track_href': 'https://api.spotify.com/v1/tracks/41a7dZcq30Ss5kPMayWRV0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/41a7dZcq30Ss5kPMayWRV0', 'duration_ms': 157605, 'time_signature': 4}",41a7dZcq30Ss5kPMayWRV0,0.85,0.473,10,-5.747,0,0.209,0.117,0.0105,0.108,0.38,85.454,157605,4
89,"{'danceability': 0.487, 'energy': 0.849, 'key': 1, 'loudness': -5.432, 'mode': 1, 'speechiness': 0.246, 'acousticness': 0.0481, 'instrumentalness': 0, 'liveness': 0.143, 'valence': 0.52, 'tempo': 152.093, 'type': 'audio_features', 'id': '6cblRiEGDRNZgowcm951R3', 'uri': 'spotify:track:6cblRiEGDRNZgowcm951R3', 'track_href': 'https://api.spotify.com/v1/tracks/6cblRiEGDRNZgowcm951R3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6cblRiEGDRNZgowcm951R3', 'duration_ms': 216333, 'time_signature': 4}",6cblRiEGDRNZgowcm951R3,0.487,0.849,1,-5.432,1,0.246,0.0481,0.0,0.143,0.52,152.093,216333,4
90,"{'danceability': 0.807, 'energy': 0.32, 'key': 0, 'loudness': -8.152, 'mode': 0, 'speechiness': 0.0582, 'acousticness': 0.133, 'instrumentalness': 0.000328, 'liveness': 0.101, 'valence': 0.298, 'tempo': 94.99, 'type': 'audio_features', 'id': '2WP8G2pdddDmnh1xbfKBOI', 'uri': 'spotify:track:2WP8G2pdddDmnh1xbfKBOI', 'track_href': 'https://api.spotify.com/v1/tracks/2WP8G2pdddDmnh1xbfKBOI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2WP8G2pdddDmnh1xbfKBOI', 'duration_ms': 182080, 'time_signature': 4}",2WP8G2pdddDmnh1xbfKBOI,0.807,0.32,0,-8.152,0,0.0582,0.133,0.000328,0.101,0.298,94.99,182080,4
91,"{'danceability': 0.766, 'energy': 0.271, 'key': 0, 'loudness': -5.697, 'mode': 1, 'speechiness': 0.0412, 'acousticness': 0.037, 'instrumentalness': 0, 'liveness': 0.175, 'valence': 0.0371, 'tempo': 116.02, 'type': 'audio_features', 'id': '4c2xt1trwYZpMqPWY35Xi9', 'uri': 'spotify:track:4c2xt1trwYZpMqPWY35Xi9', 'track_href': 'https://api.spotify.com/v1/tracks/4c2xt1trwYZpMqPWY35Xi9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4c2xt1trwYZpMqPWY35Xi9', 'duration_ms': 262453, 'time_signature': 4}",4c2xt1trwYZpMqPWY35Xi9,0.766,0.271,0,-5.697,1,0.0412,0.037,0.0,0.175,0.0371,116.02,262453,4
92,"{'danceability': 0.686, 'energy': 0.215, 'key': 9, 'loudness': -13.54, 'mode': 0, 'speechiness': 0.0387, 'acousticness': 0.85, 'instrumentalness': 0.000123, 'liveness': 0.106, 'valence': 0.273, 'tempo': 91.998, 'type': 'audio_features', 'id': '11L064movtyopGdLiX4sVg', 'uri': 'spotify:track:11L064movtyopGdLiX4sVg', 'track_href': 'https://api.spotify.com/v1/tracks/11L064movtyopGdLiX4sVg', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/11L064movtyopGdLiX4sVg', 'duration_ms': 206027, 'time_signature': 4}",11L064movtyopGdLiX4sVg,0.686,0.215,9,-13.54,0,0.0387,0.85,0.000123,0.106,0.273,91.998,206027,4
93,"{'danceability': 0.431, 'energy': 0.894, 'key': 5, 'loudness': -2.673, 'mode': 0, 'speechiness': 0.33, 'acousticness': 0.0951, 'instrumentalness': 0, 'liveness': 0.188, 'valence': 0.604, 'tempo': 162.193, 'type': 'audio_features', 'id': '1GxHeBvQ9935Dd3cSfsfBa', 'uri': 'spotify:track:1GxHeBvQ9935Dd3cSfsfBa', 'track_href': 'https://api.spotify.com/v1/tracks/1GxHeBvQ9935Dd3cSfsfBa', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1GxHeBvQ9935Dd3cSfsfBa', 'duration_ms': 258760, 'time_signature': 4}",1GxHeBvQ9935Dd3cSfsfBa,0.431,0.894,5,-2.673,0,0.33,0.0951,0.0,0.188,0.604,162.193,258760,4
94,"{'danceability': 0.462, 'energy': 0.422, 'key': 6, 'loudness': -10.381, 'mode': 1, 'speechiness': 0.175, 'acousticness': 0.939, 'instrumentalness': 0.0327, 'liveness': 0.108, 'valence': 0.0853, 'tempo': 87.364, 'type': 'audio_features', 'id': '1v24T2ug4TlssYZvI3aL4O', 'uri': 'spotify:track:1v24T2ug4TlssYZvI3aL4O', 'track_href': 'https://api.spotify.com/v1/tracks/1v24T2ug4TlssYZvI3aL4O', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1v24T2ug4TlssYZvI3aL4O', 'duration_ms': 176179, 'time_signature': 4}",1v24T2ug4TlssYZvI3aL4O,0.462,0.422,6,-10.381,1,0.175,0.939,0.0327,0.108,0.0853,87.364,176179,4
95,"{'danceability': 0.683, 'energy': 0.695, 'key': 1, 'loudness': -6.798, 'mode': 0, 'speechiness': 0.0574, 'acousticness': 0.393, 'instrumentalness': 0.00124, 'liveness': 0.124, 'valence': 0.406, 'tempo': 135.337, 'type': 'audio_features', 'id': '3XLSlQLJf3Ut0zvMUxnF1h', 'uri': 'spotify:track:3XLSlQLJf3Ut0zvMUxnF1h', 'track_href': 'https://api.spotify.com/v1/tracks/3XLSlQLJf3Ut0zvMUxnF1h', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3XLSlQLJf3Ut0zvMUxnF1h', 'duration_ms': 290791, 'time_signature': 4}",3XLSlQLJf3Ut0zvMUxnF1h,0.683,0.695,1,-6.798,0,0.0574,0.393,0.00124,0.124,0.406,135.337,290791,4
96,"{'danceability': 0.562, 'energy': 0.544, 'key': 8, 'loudness': -5.065, 'mode': 1, 'speechiness': 0.369, 'acousticness': 0.536, 'instrumentalness': 0, 'liveness': 0.17, 'valence': 0.231, 'tempo': 159.517, 'type': 'audio_features', 'id': '6NwhtCYkfwWlcR62Ac4E7y', 'uri': 'spotify:track:6NwhtCYkfwWlcR62Ac4E7y', 'track_href': 'https://api.spotify.com/v1/tracks/6NwhtCYkfwWlcR62Ac4E7y', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6NwhtCYkfwWlcR62Ac4E7y', 'duration_ms': 375050, 'time_signature': 4}",6NwhtCYkfwWlcR62Ac4E7y,0.562,0.544,8,-5.065,1,0.369,0.536,0.0,0.17,0.231,159.517,375050,4
97,"{'danceability': 0.749, 'energy': 0.476, 'key': 11, 'loudness': -11.147, 'mode': 0, 'speechiness': 0.507, 'acousticness': 0.579, 'instrumentalness': 0, 'liveness': 0.1, 'valence': 0.534, 'tempo': 71.937, 'type': 'audio_features', 'id': '0JaVdpmiex2EP7bBzyKVTa', 'uri': 'spotify:track:0JaVdpmiex2EP7bBzyKVTa', 'track_href': 'https://api.spotify.com/v1/tracks/0JaVdpmiex2EP7bBzyKVTa', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0JaVdpmiex2EP7bBzyKVTa', 'duration_ms': 188189, 'time_signature': 4}",0JaVdpmiex2EP7bBzyKVTa,0.749,0.476,11,-11.147,0,0.507,0.579,0.0,0.1,0.534,71.937,188189,4
98,"{'danceability': 0.591, 'energy': 0.846, 'key': 7, 'loudness': -3.687, 'mode': 1, 'speechiness': 0.276, 'acousticness': 0.186, 'instrumentalness': 0, 'liveness': 0.463, 'valence': 0.121, 'tempo': 94.795, 'type': 'audio_features', 'id': '2hcohLIysMxofYziluXCoX', 'uri': 'spotify:track:2hcohLIysMxofYziluXCoX', 'track_href': 'https://api.spotify.com/v1/tracks/2hcohLIysMxofYziluXCoX', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2hcohLIysMxofYziluXCoX', 'duration_ms': 302492, 'time_signature': 4}",2hcohLIysMxofYziluXCoX,0.591,0.846,7,-3.687,1,0.276,0.186,0.0,0.463,0.121,94.795,302492,4
99,"{'danceability': 0.79, 'energy': 0.731, 'key': 9, 'loudness': -4.607, 'mode': 0, 'speechiness': 0.0327, 'acousticness': 0.00427, 'instrumentalness': 0.29, 'liveness': 0.157, 'valence': 0.938, 'tempo': 127.403, 'type': 'audio_features', 'id': '4FDSPGncHRpr6yB8DD4CtI', 'uri': 'spotify:track:4FDSPGncHRpr6yB8DD4CtI', 'track_href': 'https://api.spotify.com/v1/tracks/4FDSPGncHRpr6yB8DD4CtI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4FDSPGncHRpr6yB8DD4CtI', 'duration_ms': 234176, 'time_signature': 4}",4FDSPGncHRpr6yB8DD4CtI,0.79,0.731,9,-4.607,0,0.0327,0.00427,0.29,0.157,0.938,127.403,234176,4
100,"{'danceability': 0.831, 'energy': 0.502, 'key': 10, 'loudness': -4.045, 'mode': 0, 'speechiness': 0.046, 'acousticness': 0.101, 'instrumentalness': 0, 'liveness': 0.122, 'valence': 0.101, 'tempo': 100.541, 'type': 'audio_features', 'id': '5ry2OE6R2zPQFDO85XkgRb', 'uri': 'spotify:track:5ry2OE6R2zPQFDO85XkgRb', 'track_href': 'https://api.spotify.com/v1/tracks/5ry2OE6R2zPQFDO85XkgRb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5ry2OE6R2zPQFDO85XkgRb', 'duration_ms': 205427, 'time_signature': 4}",5ry2OE6R2zPQFDO85XkgRb,0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,205427,4
101,"{'danceability': 0.646, 'energy': 0.899, 'key': 6, 'loudness': -2.232, 'mode': 1, 'speechiness': 0.298, 'acousticness': 0.0337, 'instrumentalness': 0, 'liveness': 0.232, 'valence': 0.685, 'tempo': 164.119, 'type': 'audio_features', 'id': '3kCwyvhvVTyehIzYN2I0nF', 'uri': 'spotify:track:3kCwyvhvVTyehIzYN2I0nF', 'track_href': 'https://api.spotify.com/v1/tracks/3kCwyvhvVTyehIzYN2I0nF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3kCwyvhvVTyehIzYN2I0nF', 'duration_ms': 219507, 'time_signature': 4}",3kCwyvhvVTyehIzYN2I0nF,0.646,0.899,6,-2.232,1,0.298,0.0337,0.0,0.232,0.685,164.119,219507,4
102,"{'danceability': 0.423, 'energy': 0.587, 'key': 6, 'loudness': -6.635, 'mode': 1, 'speechiness': 0.529, 'acousticness': 0.765, 'instrumentalness': 0, 'liveness': 0.114, 'valence': 0.33, 'tempo': 180.331, 'type': 'audio_features', 'id': '1qyFlfPREPbRcS2BNszdYI', 'uri': 'spotify:track:1qyFlfPREPbRcS2BNszdYI', 'track_href': 'https://api.spotify.com/v1/tracks/1qyFlfPREPbRcS2BNszdYI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1qyFlfPREPbRcS2BNszdYI', 'duration_ms': 253803, 'time_signature': 4}",1qyFlfPREPbRcS2BNszdYI,0.423,0.587,6,-6.635,1,0.529,0.765,0.0,0.114,0.33,180.331,253803,4
103,"{'danceability': 0.789, 'energy': 0.404, 'key': 1, 'loudness': -8.364, 'mode': 1, 'speechiness': 0.23, 'acousticness': 0.205, 'instrumentalness': 0, 'liveness': 0.219, 'valence': 0.472, 'tempo': 122.062, 'type': 'audio_features', 'id': '4n4BflhWjCHIxrI4v7Xt9s', 'uri': 'spotify:track:4n4BflhWjCHIxrI4v7Xt9s', 'track_href': 'https://api.spotify.com/v1/tracks/4n4BflhWjCHIxrI4v7Xt9s', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4n4BflhWjCHIxrI4v7Xt9s', 'duration_ms': 235566, 'time_signature': 4}",4n4BflhWjCHIxrI4v7Xt9s,0.789,0.404,1,-8.364,1,0.23,0.205,0.0,0.219,0.472,122.062,235566,4
